  time  ,46:53 PM,47:03 PM,47:09 PM,47:16 PM,47:24 PM,48:47 PM,49:17 PM,49:27 PM,49:32 PM,49:38 PM,50:45 PM,50:51 PM,50:57 PM,51:03 PM,51:09 PM,51:56 PM,52:02 PM,52:08 PM,52:14 PM,52:22 PM,53:18 PM,53:24 PM,53:31 PM,53:38 PM,53:46 PM,54:50 PM,54:59 PM,55:05 PM,55:11 PM,55:16 PM,56:06 PM,56:11 PM,56:17 PM,56:23 PM,56:29 PM,57:14 PM,57:20 PM,57:25 PM,57:31 PM,57:37 PM,58:20 PM,58:26 PM,58:32 PM,58:39 PM,58:45 PM,59:47 PM,59:58 PM,00:03 PM,00:10 PM,00:18 PM,01:44 PM,01:52 PM,01:59 PM,02:06 PM,02:13 PM,03:29 PM,03:36 PM,03:42 PM,03:48 PM,03:55 PM,04:37 PM,04:45 PM,04:50 PM,04:59 PM,05:05 PM,05:56 PM,06:02 PM,06:07 PM,06:13 PM,06:19 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 893 , 0.17973 , 0.331662 , 0.260379 , 0.267026 , 0.323253 , 0.18447 , 0.253018 , 0.243134 , 0.22806 , 0.220325 , 0.24875 , 0.263345 , 0.315846 , 0.33176 , 0.295254 , 0.315397 , 0.313778 , 0.275222 , 0.305357 , 0.318732 , 0.197804 , 0.162611 , 0.180093 , 0.213413 , 0.170698 , 0.302143 , 0.289454 , 0.26634 , 0.274773 , 0.283971 , 0.249308 , 0.282577 , 0.276829 , 0.296522 , 0.302402 , 0.32126 , 0.349443 , 0.351632 , 0.307275 , 0.329289 , 0.255235 , 0.234195 , 0.145384 , 0.147774 , 0.188415 , 0.252021 , 0.259705 , 0.314849 , 0.300997 , 0.248341 , 0.141018 , 0.211581 , 0.232639 , 0.212417 , 0.218511 , 0.301383 , 0.288913 , 0.270487 , 0.249009 , 0.290387 , 0.167651 , 0.156477 , 0.187425 , 0.156719 , 0.170963 , 0.217272 , 0.209105 , 0.234436 , 0.253576 , 0.262084 
 894 , 0.17978 , 0.331755 , 0.260561 , 0.267244 , 0.323383 , 0.184567 , 0.253065 , 0.243294 , 0.228314 , 0.220461 , 0.248848 , 0.263234 , 0.315934 , 0.331974 , 0.295302 , 0.315559 , 0.313825 , 0.275362 , 0.305863 , 0.319022 , 0.197813 , 0.162755 , 0.180344 , 0.213449 , 0.170896 , 0.302377 , 0.289639 , 0.266576 , 0.275108 , 0.284108 , 0.249401 , 0.28265 , 0.276825 , 0.296547 , 0.302423 , 0.321327 , 0.349823 , 0.35192 , 0.307822 , 0.329525 , 0.25518 , 0.23407 , 0.145499 , 0.147896 , 0.188526 , 0.252201 , 0.259852 , 0.314845 , 0.300914 , 0.248531 , 0.141195 , 0.211629 , 0.232756 , 0.212689 , 0.218779 , 0.301507 , 0.289057 , 0.270453 , 0.248986 , 0.290388 , 0.167692 , 0.156694 , 0.187598 , 0.156803 , 0.170953 , 0.217448 , 0.209146 , 0.234542 , 0.253814 , 0.262064 
 895 , 0.179923 , 0.33182 , 0.260808 , 0.267484 , 0.323361 , 0.184562 , 0.25322 , 0.24344 , 0.228576 , 0.220683 , 0.248956 , 0.26326 , 0.31612 , 0.332247 , 0.295492 , 0.315837 , 0.313979 , 0.275666 , 0.30634 , 0.319449 , 0.197862 , 0.163161 , 0.180558 , 0.21347 , 0.171141 , 0.302745 , 0.289878 , 0.26682 , 0.275429 , 0.284211 , 0.249423 , 0.282711 , 0.276872 , 0.296582 , 0.302635 , 0.321503 , 0.350163 , 0.352108 , 0.30829 , 0.329726 , 0.255142 , 0.23411 , 0.145643 , 0.148078 , 0.188607 , 0.252343 , 0.260029 , 0.314683 , 0.300852 , 0.248673 , 0.141384 , 0.211791 , 0.232892 , 0.212928 , 0.219113 , 0.301654 , 0.289312 , 0.270513 , 0.248927 , 0.290478 , 0.167823 , 0.157016 , 0.187903 , 0.156958 , 0.17095 , 0.217694 , 0.209143 , 0.234721 , 0.253999 , 0.262239 
 896 , 0.180078 , 0.331884 , 0.261064 , 0.267739 , 0.323348 , 0.184551 , 0.253389 , 0.243599 , 0.228862 , 0.220915 , 0.249072 , 0.263289 , 0.316314 , 0.332549 , 0.2957 , 0.316135 , 0.314141 , 0.275986 , 0.306848 , 0.319903 , 0.197913 , 0.16359 , 0.180789 , 0.213494 , 0.171403 , 0.303138 , 0.290134 , 0.267086 , 0.275772 , 0.284314 , 0.249448 , 0.282783 , 0.276917 , 0.296624 , 0.302866 , 0.321701 , 0.350534 , 0.352308 , 0.30879 , 0.329936 , 0.255094 , 0.234155 , 0.145795 , 0.148269 , 0.188695 , 0.252499 , 0.260214 , 0.314506 , 0.300791 , 0.248823 , 0.141588 , 0.211963 , 0.233034 , 0.213176 , 0.219476 , 0.301814 , 0.289585 , 0.270571 , 0.248864 , 0.290573 , 0.167959 , 0.157354 , 0.188227 , 0.157123 , 0.170941 , 0.217962 , 0.209137 , 0.234907 , 0.254198 , 0.262422 
 897 , 0.180236 , 0.332147 , 0.261475 , 0.268101 , 0.323579 , 0.184755 , 0.253743 , 0.243778 , 0.229168 , 0.221236 , 0.249276 , 0.263594 , 0.316586 , 0.332891 , 0.296095 , 0.316706 , 0.31445 , 0.276382 , 0.306461 , 0.320475 , 0.198122 , 0.164063 , 0.181158 , 0.213551 , 0.171783 , 0.303448 , 0.29062 , 0.267465 , 0.276233 , 0.284755 , 0.249505 , 0.282882 , 0.277287 , 0.296856 , 0.303357 , 0.322084 , 0.350943 , 0.352644 , 0.309238 , 0.330102 , 0.255152 , 0.23422 , 0.146023 , 0.148474 , 0.188947 , 0.252603 , 0.260289 , 0.314736 , 0.300997 , 0.249035 , 0.141773 , 0.212113 , 0.233194 , 0.213591 , 0.219719 , 0.302011 , 0.289984 , 0.271142 , 0.249035 , 0.2909 , 0.168335 , 0.157534 , 0.188695 , 0.157614 , 0.171354 , 0.21819 , 0.209324 , 0.235193 , 0.254442 , 0.262924 
 898 , 0.180329 , 0.332525 , 0.26197 , 0.268555 , 0.324202 , 0.184969 , 0.254112 , 0.244018 , 0.229495 , 0.221591 , 0.249633 , 0.263955 , 0.317015 , 0.333293 , 0.296585 , 0.317268 , 0.314652 , 0.27678 , 0.306152 , 0.320841 , 0.198333 , 0.164413 , 0.181608 , 0.213676 , 0.172213 , 0.303967 , 0.291102 , 0.267844 , 0.276705 , 0.285274 , 0.249839 , 0.283169 , 0.277715 , 0.297193 , 0.303846 , 0.322688 , 0.351406 , 0.353179 , 0.309668 , 0.330597 , 0.255351 , 0.234198 , 0.14634 , 0.148783 , 0.189259 , 0.252822 , 0.260318 , 0.315071 , 0.301386 , 0.249323 , 0.141946 , 0.212311 , 0.233435 , 0.214118 , 0.219922 , 0.3022 , 0.290431 , 0.271899 , 0.249312 , 0.291262 , 0.168732 , 0.157719 , 0.189116 , 0.158155 , 0.171794 , 0.218465 , 0.209627 , 0.235489 , 0.254847 , 0.263324 
 899 , 0.180418 , 0.332928 , 0.262502 , 0.26904 , 0.324888 , 0.185192 , 0.254496 , 0.244277 , 0.229836 , 0.221969 , 0.250022 , 0.264336 , 0.317481 , 0.33371 , 0.297099 , 0.317854 , 0.314864 , 0.277189 , 0.305846 , 0.321201 , 0.198551 , 0.164764 , 0.182086 , 0.213814 , 0.17266 , 0.304524 , 0.291601 , 0.26823 , 0.277195 , 0.285816 , 0.250218 , 0.283487 , 0.278167 , 0.297554 , 0.304351 , 0.323335 , 0.351894 , 0.353752 , 0.310119 , 0.331139 , 0.255572 , 0.234172 , 0.146678 , 0.149116 , 0.189585 , 0.253064 , 0.260345 , 0.315422 , 0.301809 , 0.249625 , 0.142117 , 0.21252 , 0.233689 , 0.214683 , 0.220129 , 0.302396 , 0.290905 , 0.272698 , 0.249608 , 0.291642 , 0.169147 , 0.157915 , 0.189539 , 0.158726 , 0.172246 , 0.218754 , 0.20995 , 0.2358 , 0.255284 , 0.263727 
 900 , 0.180457 , 0.333386 , 0.263102 , 0.269575 , 0.325542 , 0.185468 , 0.254954 , 0.244582 , 0.230277 , 0.222347 , 0.250436 , 0.264702 , 0.317876 , 0.3342 , 0.297544 , 0.318403 , 0.315233 , 0.27762 , 0.306128 , 0.321603 , 0.198879 , 0.16501 , 0.182549 , 0.21405 , 0.17298 , 0.305199 , 0.291965 , 0.268583 , 0.277734 , 0.286364 , 0.250706 , 0.28376 , 0.27844 , 0.297825 , 0.304683 , 0.324017 , 0.352341 , 0.354302 , 0.310468 , 0.331734 , 0.255774 , 0.23433 , 0.147035 , 0.149443 , 0.190015 , 0.253349 , 0.260453 , 0.315646 , 0.302309 , 0.249926 , 0.14227 , 0.212783 , 0.234003 , 0.215317 , 0.220529 , 0.302624 , 0.291346 , 0.273509 , 0.249903 , 0.292109 , 0.169396 , 0.158095 , 0.190049 , 0.159162 , 0.172693 , 0.219084 , 0.210295 , 0.236073 , 0.255728 , 0.264065 
 901 , 0.180371 , 0.333833 , 0.263584 , 0.270018 , 0.326072 , 0.18573 , 0.255355 , 0.244763 , 0.230591 , 0.22259 , 0.250676 , 0.264946 , 0.318008 , 0.334531 , 0.297756 , 0.318751 , 0.315663 , 0.277859 , 0.306667 , 0.32192 , 0.199221 , 0.165089 , 0.182836 , 0.21424 , 0.17313 , 0.305626 , 0.292186 , 0.268806 , 0.278214 , 0.286821 , 0.251077 , 0.283882 , 0.27854 , 0.297991 , 0.304751 , 0.324453 , 0.352649 , 0.354628 , 0.310682 , 0.332088 , 0.255915 , 0.234543 , 0.147383 , 0.149699 , 0.190579 , 0.253553 , 0.260593 , 0.315789 , 0.302732 , 0.250196 , 0.142361 , 0.213004 , 0.234165 , 0.215887 , 0.221085 , 0.302761 , 0.291671 , 0.274182 , 0.250213 , 0.292598 , 0.169516 , 0.158209 , 0.190602 , 0.159427 , 0.173142 , 0.219347 , 0.210631 , 0.236224 , 0.256018 , 0.264299 
 902 , 0.180223 , 0.334262 , 0.263965 , 0.2704 , 0.326556 , 0.185955 , 0.255698 , 0.24484 , 0.230784 , 0.222757 , 0.250801 , 0.26512 , 0.317986 , 0.334725 , 0.297855 , 0.318993 , 0.31607 , 0.277969 , 0.307117 , 0.32218 , 0.199519 , 0.165114 , 0.183026 , 0.214354 , 0.173232 , 0.305858 , 0.292391 , 0.268965 , 0.278644 , 0.287237 , 0.251327 , 0.283924 , 0.278621 , 0.298129 , 0.304731 , 0.32472 , 0.3529 , 0.354828 , 0.310864 , 0.332271 , 0.256024 , 0.234714 , 0.147723 , 0.149908 , 0.19119 , 0.253684 , 0.260727 , 0.31595 , 0.303084 , 0.250452 , 0.142426 , 0.213181 , 0.234205 , 0.216396 , 0.22167 , 0.30282 , 0.291945 , 0.274777 , 0.250538 , 0.293066 , 0.169622 , 0.158289 , 0.191173 , 0.159651 , 0.173604 , 0.219565 , 0.210967 , 0.236304 , 0.256201 , 0.264497 
 903 , 0.180147 , 0.334622 , 0.264233 , 0.270695 , 0.327004 , 0.186111 , 0.256002 , 0.244915 , 0.230904 , 0.222908 , 0.250914 , 0.265252 , 0.317955 , 0.334903 , 0.298002 , 0.319191 , 0.316398 , 0.278061 , 0.307498 , 0.322431 , 0.19975 , 0.165213 , 0.183232 , 0.214483 , 0.17337 , 0.306027 , 0.292616 , 0.269161 , 0.279017 , 0.287614 , 0.251509 , 0.283934 , 0.278697 , 0.298329 , 0.304728 , 0.324932 , 0.353133 , 0.354959 , 0.311058 , 0.332425 , 0.25614 , 0.234848 , 0.14802 , 0.150074 , 0.191703 , 0.253804 , 0.260822 , 0.316095 , 0.3034 , 0.250719 , 0.142479 , 0.213269 , 0.234292 , 0.216864 , 0.222204 , 0.302908 , 0.292233 , 0.275079 , 0.250799 , 0.293481 , 0.169804 , 0.15846 , 0.191703 , 0.159839 , 0.173971 , 0.21976 , 0.211243 , 0.236353 , 0.256374 , 0.264725 
 904 , 0.180305 , 0.334815 , 0.264245 , 0.270799 , 0.327322 , 0.186097 , 0.256231 , 0.245095 , 0.230974 , 0.223046 , 0.251024 , 0.265305 , 0.317939 , 0.335119 , 0.298284 , 0.319302 , 0.316478 , 0.278177 , 0.307673 , 0.322722 , 0.199782 , 0.165509 , 0.183536 , 0.214717 , 0.173586 , 0.306081 , 0.292905 , 0.269493 , 0.279243 , 0.287904 , 0.251488 , 0.283837 , 0.278739 , 0.298634 , 0.304849 , 0.325088 , 0.353387 , 0.355014 , 0.311351 , 0.332592 , 0.256277 , 0.234944 , 0.148157 , 0.150093 , 0.1919 , 0.253934 , 0.260831 , 0.316209 , 0.303555 , 0.25099 , 0.142537 , 0.21313 , 0.234572 , 0.217186 , 0.222588 , 0.303131 , 0.292607 , 0.274637 , 0.250881 , 0.293713 , 0.170166 , 0.158892 , 0.192106 , 0.159998 , 0.174084 , 0.219924 , 0.211325 , 0.236388 , 0.256535 , 0.265024 
 905 , 0.180522 , 0.335092 , 0.264338 , 0.270986 , 0.327636 , 0.186076 , 0.25652 , 0.245493 , 0.231365 , 0.223261 , 0.251219 , 0.265438 , 0.31803 , 0.335562 , 0.298652 , 0.319468 , 0.316482 , 0.2785 , 0.307816 , 0.323137 , 0.199797 , 0.165827 , 0.18403 , 0.215065 , 0.173776 , 0.306235 , 0.29319 , 0.269983 , 0.279509 , 0.288301 , 0.251477 , 0.283716 , 0.278804 , 0.29887 , 0.305174 , 0.325452 , 0.353811 , 0.355267 , 0.311834 , 0.33296 , 0.256434 , 0.235171 , 0.148226 , 0.150071 , 0.192031 , 0.254176 , 0.260859 , 0.316299 , 0.303627 , 0.251242 , 0.14262 , 0.212973 , 0.235051 , 0.217507 , 0.222946 , 0.303489 , 0.293058 , 0.274219 , 0.250921 , 0.293929 , 0.170561 , 0.159385 , 0.192472 , 0.160279 , 0.17424 , 0.220178 , 0.211288 , 0.236587 , 0.256773 , 0.265364 
 906 , 0.180753 , 0.335375 , 0.264441 , 0.271173 , 0.32796 , 0.186052 , 0.256814 , 0.245913 , 0.23176 , 0.223486 , 0.251424 , 0.26557 , 0.318126 , 0.336023 , 0.29903 , 0.319634 , 0.316491 , 0.278834 , 0.307964 , 0.323562 , 0.19982 , 0.166159 , 0.184532 , 0.215423 , 0.173964 , 0.306388 , 0.293485 , 0.27049 , 0.27978 , 0.288703 , 0.251464 , 0.283588 , 0.278874 , 0.299116 , 0.30551 , 0.325827 , 0.354247 , 0.355531 , 0.312328 , 0.333339 , 0.256596 , 0.235402 , 0.148302 , 0.150051 , 0.192165 , 0.254417 , 0.260891 , 0.316394 , 0.303698 , 0.251504 , 0.142706 , 0.212803 , 0.235551 , 0.217837 , 0.223319 , 0.303859 , 0.293525 , 0.273788 , 0.250965 , 0.294145 , 0.170965 , 0.159892 , 0.192853 , 0.160574 , 0.174405 , 0.220446 , 0.21126 , 0.236789 , 0.257015 , 0.265714 
 907 , 0.180951 , 0.335748 , 0.264423 , 0.271608 , 0.328414 , 0.18612 , 0.256802 , 0.246361 , 0.232135 , 0.223675 , 0.251667 , 0.265819 , 0.318392 , 0.336512 , 0.299112 , 0.319724 , 0.316416 , 0.27935 , 0.308077 , 0.323659 , 0.199812 , 0.166318 , 0.184862 , 0.215635 , 0.173956 , 0.30659 , 0.293633 , 0.271011 , 0.280096 , 0.289067 , 0.251472 , 0.283617 , 0.279057 , 0.299261 , 0.30574 , 0.326318 , 0.354764 , 0.355763 , 0.312913 , 0.333703 , 0.256635 , 0.235558 , 0.14856 , 0.150196 , 0.192472 , 0.254464 , 0.261006 , 0.316491 , 0.303626 , 0.251541 , 0.142908 , 0.212895 , 0.235845 , 0.218196 , 0.22344 , 0.304137 , 0.293639 , 0.274129 , 0.251179 , 0.294093 , 0.17124 , 0.16027 , 0.192989 , 0.161051 , 0.174754 , 0.220746 , 0.211379 , 0.237229 , 0.257123 , 0.265543 
 908 , 0.181181 , 0.335888 , 0.264501 , 0.272091 , 0.328672 , 0.186163 , 0.256705 , 0.246518 , 0.232206 , 0.223824 , 0.252045 , 0.265989 , 0.318692 , 0.336784 , 0.299209 , 0.319858 , 0.3164 , 0.279635 , 0.308253 , 0.323535 , 0.199917 , 0.166485 , 0.185152 , 0.215775 , 0.174063 , 0.306937 , 0.293814 , 0.271361 , 0.280456 , 0.289322 , 0.251557 , 0.283645 , 0.279141 , 0.299445 , 0.305713 , 0.326494 , 0.355043 , 0.355871 , 0.313274 , 0.333866 , 0.256521 , 0.235608 , 0.148864 , 0.150507 , 0.192753 , 0.254372 , 0.261117 , 0.316515 , 0.303599 , 0.251534 , 0.143101 , 0.213005 , 0.235958 , 0.218647 , 0.223554 , 0.304306 , 0.2937 , 0.274642 , 0.251333 , 0.294211 , 0.171489 , 0.160567 , 0.193253 , 0.161457 , 0.174919 , 0.2209 , 0.211713 , 0.237377 , 0.257188 , 0.26538 
 909 , 0.181418 , 0.336035 , 0.264581 , 0.272599 , 0.328943 , 0.1862 , 0.256609 , 0.246671 , 0.232279 , 0.223968 , 0.252436 , 0.266161 , 0.319005 , 0.337064 , 0.299319 , 0.319999 , 0.31639 , 0.279933 , 0.308429 , 0.323408 , 0.200018 , 0.166664 , 0.185453 , 0.215927 , 0.174176 , 0.307303 , 0.294003 , 0.271725 , 0.280829 , 0.289577 , 0.251654 , 0.283674 , 0.279226 , 0.299641 , 0.305682 , 0.326684 , 0.355336 , 0.355985 , 0.313654 , 0.334035 , 0.256402 , 0.235659 , 0.14918 , 0.150835 , 0.19304 , 0.254275 , 0.261236 , 0.316539 , 0.303573 , 0.251528 , 0.1433 , 0.213116 , 0.236073 , 0.219111 , 0.223675 , 0.304487 , 0.293762 , 0.275174 , 0.251488 , 0.294336 , 0.171745 , 0.160876 , 0.193529 , 0.161876 , 0.17509 , 0.22106 , 0.212065 , 0.237532 , 0.257258 , 0.265213 
 910 , 0.181515 , 0.336357 , 0.264954 , 0.273057 , 0.329245 , 0.186245 , 0.256823 , 0.24679 , 0.232646 , 0.224257 , 0.252786 , 0.266369 , 0.319327 , 0.33737 , 0.299496 , 0.32034 , 0.316561 , 0.280152 , 0.308859 , 0.323684 , 0.200407 , 0.166942 , 0.185776 , 0.216148 , 0.174403 , 0.307725 , 0.294405 , 0.27209 , 0.281315 , 0.289956 , 0.252024 , 0.283897 , 0.279505 , 0.299874 , 0.305698 , 0.326925 , 0.355609 , 0.356376 , 0.314035 , 0.334124 , 0.256405 , 0.235767 , 0.149419 , 0.151148 , 0.19342 , 0.254395 , 0.261496 , 0.316698 , 0.303728 , 0.251641 , 0.143675 , 0.213291 , 0.236265 , 0.219567 , 0.224011 , 0.304587 , 0.293781 , 0.275651 , 0.251721 , 0.294732 , 0.172095 , 0.161078 , 0.193993 , 0.16216 , 0.175193 , 0.221302 , 0.212398 , 0.237703 , 0.257367 , 0.265338 
 911 , 0.181565 , 0.336844 , 0.265512 , 0.273412 , 0.329796 , 0.186365 , 0.257205 , 0.247085 , 0.23323 , 0.224643 , 0.253023 , 0.266713 , 0.319647 , 0.337628 , 0.299728 , 0.320826 , 0.317027 , 0.280517 , 0.30943 , 0.324418 , 0.200942 , 0.167275 , 0.186148 , 0.216393 , 0.174712 , 0.308166 , 0.294974 , 0.272686 , 0.281833 , 0.290386 , 0.252566 , 0.284196 , 0.279928 , 0.300346 , 0.305906 , 0.327559 , 0.356157 , 0.357078 , 0.314619 , 0.334481 , 0.256582 , 0.236056 , 0.149695 , 0.151343 , 0.193859 , 0.254825 , 0.261788 , 0.317102 , 0.304098 , 0.251862 , 0.144283 , 0.21347 , 0.236611 , 0.219997 , 0.224408 , 0.304882 , 0.293835 , 0.276152 , 0.252057 , 0.29522 , 0.172567 , 0.161354 , 0.194506 , 0.162498 , 0.175456 , 0.221702 , 0.212669 , 0.238149 , 0.257606 , 0.265764 
 912 , 0.181628 , 0.337384 , 0.266096 , 0.273736 , 0.330476 , 0.186525 , 0.257613 , 0.24748 , 0.233871 , 0.22505 , 0.253219 , 0.267127 , 0.319971 , 0.337859 , 0.29997 , 0.321346 , 0.317594 , 0.280971 , 0.310033 , 0.325298 , 0.201492 , 0.167612 , 0.186554 , 0.216648 , 0.175052 , 0.308613 , 0.295588 , 0.27341 , 0.282357 , 0.290834 , 0.253145 , 0.284499 , 0.280381 , 0.300938 , 0.306196 , 0.328391 , 0.356858 , 0.357878 , 0.315309 , 0.335001 , 0.256811 , 0.23642 , 0.150011 , 0.151483 , 0.194309 , 0.255373 , 0.262069 , 0.317594 , 0.304535 , 0.25212 , 0.144993 , 0.213646 , 0.237016 , 0.220434 , 0.224793 , 0.305296 , 0.293915 , 0.27668 , 0.252441 , 0.295702 , 0.173088 , 0.161701 , 0.195014 , 0.162898 , 0.175814 , 0.222163 , 0.212919 , 0.238728 , 0.257899 , 0.266285 
 913 , 0.181706 , 0.337906 , 0.26665 , 0.274023 , 0.33115 , 0.186883 , 0.258058 , 0.247968 , 0.2344 , 0.225551 , 0.253494 , 0.267639 , 0.320316 , 0.338129 , 0.300273 , 0.321906 , 0.318217 , 0.281476 , 0.310626 , 0.326202 , 0.202024 , 0.167926 , 0.18702 , 0.216942 , 0.175545 , 0.309179 , 0.2962 , 0.274098 , 0.282826 , 0.291372 , 0.253631 , 0.284783 , 0.280824 , 0.301611 , 0.306565 , 0.329177 , 0.357549 , 0.358744 , 0.31594 , 0.335549 , 0.257137 , 0.236819 , 0.150411 , 0.151744 , 0.194736 , 0.255902 , 0.262377 , 0.318154 , 0.305026 , 0.252407 , 0.145606 , 0.21387 , 0.237409 , 0.220872 , 0.225185 , 0.30577 , 0.294198 , 0.277278 , 0.252739 , 0.29624 , 0.173612 , 0.162034 , 0.195514 , 0.163424 , 0.176295 , 0.222588 , 0.213207 , 0.239222 , 0.25823 , 0.26685 
 914 , 0.181784 , 0.338349 , 0.267097 , 0.274196 , 0.331672 , 0.187521 , 0.258533 , 0.248486 , 0.234682 , 0.226163 , 0.253823 , 0.268175 , 0.32061 , 0.338526 , 0.300596 , 0.322424 , 0.318655 , 0.281877 , 0.311065 , 0.32694 , 0.20242 , 0.168174 , 0.187498 , 0.217251 , 0.176219 , 0.309799 , 0.296696 , 0.274527 , 0.283194 , 0.292049 , 0.253886 , 0.285019 , 0.281238 , 0.302239 , 0.307023 , 0.329716 , 0.358089 , 0.359481 , 0.31634 , 0.335943 , 0.257575 , 0.237173 , 0.150891 , 0.15222 , 0.19511 , 0.256258 , 0.262695 , 0.318677 , 0.305512 , 0.252654 , 0.145908 , 0.214166 , 0.237647 , 0.221356 , 0.225621 , 0.306196 , 0.294735 , 0.277834 , 0.252882 , 0.296776 , 0.174007 , 0.162307 , 0.195948 , 0.164051 , 0.176881 , 0.222884 , 0.213544 , 0.239431 , 0.258533 , 0.267371 
 915 , 0.181818 , 0.338735 , 0.267482 , 0.274297 , 0.331994 , 0.188096 , 0.258972 , 0.248807 , 0.234892 , 0.226759 , 0.254029 , 0.268492 , 0.320756 , 0.339077 , 0.300785 , 0.322771 , 0.318678 , 0.281962 , 0.311304 , 0.327388 , 0.202673 , 0.168411 , 0.187857 , 0.217507 , 0.17679 , 0.310191 , 0.297024 , 0.274639 , 0.283566 , 0.292743 , 0.254047 , 0.285244 , 0.28162 , 0.302595 , 0.307412 , 0.330025 , 0.358437 , 0.359881 , 0.316549 , 0.336029 , 0.257968 , 0.237364 , 0.151306 , 0.152761 , 0.195505 , 0.256421 , 0.262956 , 0.318975 , 0.305871 , 0.252734 , 0.145958 , 0.214431 , 0.23766 , 0.221931 , 0.226103 , 0.306356 , 0.295135 , 0.278149 , 0.253002 , 0.297195 , 0.174182 , 0.162533 , 0.196275 , 0.164519 , 0.177338 , 0.223101 , 0.213866 , 0.239447 , 0.25871 , 0.267682 
 916 , 0.181875 , 0.339118 , 0.267881 , 0.274406 , 0.33233 , 0.188679 , 0.259414 , 0.249123 , 0.235119 , 0.227343 , 0.254214 , 0.26879 , 0.320892 , 0.339621 , 0.300974 , 0.323114 , 0.318692 , 0.282045 , 0.31151 , 0.327822 , 0.202923 , 0.168653 , 0.1882 , 0.217767 , 0.177338 , 0.310556 , 0.297352 , 0.27476 , 0.283942 , 0.293409 , 0.254209 , 0.28545 , 0.281988 , 0.302922 , 0.307808 , 0.330331 , 0.358767 , 0.360258 , 0.316761 , 0.336118 , 0.258334 , 0.237548 , 0.151713 , 0.153284 , 0.195901 , 0.256585 , 0.263196 , 0.319258 , 0.306236 , 0.252826 , 0.146022 , 0.214682 , 0.237679 , 0.222504 , 0.226578 , 0.306522 , 0.295535 , 0.278451 , 0.253134 , 0.297603 , 0.174333 , 0.162757 , 0.19661 , 0.164962 , 0.177789 , 0.223309 , 0.214179 , 0.239467 , 0.258877 , 0.267978 
 917 , 0.182109 , 0.33948 , 0.268374 , 0.27462 , 0.332753 , 0.189168 , 0.259781 , 0.249396 , 0.235484 , 0.227686 , 0.254216 , 0.268832 , 0.320953 , 0.34 , 0.301093 , 0.323369 , 0.31864 , 0.282154 , 0.311341 , 0.328104 , 0.20308 , 0.168884 , 0.188412 , 0.218108 , 0.17758 , 0.310608 , 0.297652 , 0.274958 , 0.284318 , 0.293708 , 0.254313 , 0.285469 , 0.282114 , 0.302931 , 0.308255 , 0.330526 , 0.358916 , 0.360353 , 0.316917 , 0.336285 , 0.258332 , 0.237579 , 0.151898 , 0.153541 , 0.196295 , 0.256758 , 0.263216 , 0.319339 , 0.306589 , 0.253037 , 0.14619 , 0.214627 , 0.237756 , 0.223003 , 0.226907 , 0.306835 , 0.295877 , 0.27853 , 0.25338 , 0.297864 , 0.174197 , 0.162936 , 0.19696 , 0.165088 , 0.178101 , 0.223404 , 0.214381 , 0.239566 , 0.258945 , 0.268117 
 918 , 0.182394 , 0.340114 , 0.268898 , 0.275256 , 0.333522 , 0.189548 , 0.260236 , 0.250067 , 0.235856 , 0.227962 , 0.254607 , 0.269237 , 0.321294 , 0.340344 , 0.301339 , 0.323868 , 0.318875 , 0.282691 , 0.311618 , 0.328552 , 0.203415 , 0.169169 , 0.188705 , 0.218589 , 0.177957 , 0.311297 , 0.298123 , 0.275376 , 0.284703 , 0.294185 , 0.254515 , 0.285741 , 0.282427 , 0.303007 , 0.308688 , 0.330799 , 0.359083 , 0.360958 , 0.31715 , 0.336612 , 0.258436 , 0.237633 , 0.152137 , 0.153834 , 0.196742 , 0.257152 , 0.263395 , 0.319775 , 0.30706 , 0.253604 , 0.146513 , 0.21468 , 0.238189 , 0.223376 , 0.227171 , 0.307771 , 0.296507 , 0.278753 , 0.253719 , 0.298433 , 0.174511 , 0.163144 , 0.197539 , 0.165362 , 0.17853 , 0.223651 , 0.214611 , 0.239955 , 0.259216 , 0.26848 
