
Wavelength,SHB2_00001.spu,SHB2_00002.spu,SHB2_00003.spu,SHB2_00004.spu,SHB2_00005.spu,SHB2_00006.spu,SHB2_00007.spu,SHB2_00008.spu,SHB2_00009.spu,SHB2_00010.spu,SHB2_00011.spu,SHB2_00012.spu,SHB2_00013.spu,SHB2_00014.spu,SHB2_00015.spu,SHB2_00016.spu,SHB2_00017.spu,SHB2_00018.spu,SHB2_00019.spu,SHB2_00020.spu
  (nm),8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4
  time  ,5:56 PM",6:37 PM",7:07 PM",7:39 PM",8:12 PM",9:10 PM",9:29 PM",9:44 PM",0:01 PM",0:18 PM",0:56 PM",1:15 PM",1:34 PM",1:56 PM",2:17 PM",3:42 PM",4:01 PM",4:19 PM",4:37 PM",4:56 PM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 310 , 0.04731 , 0.09206 , 0.09174 , 0.1032 , 0.08319 , 0.08516 , 0.10266 , 0.10179 , 0.11442 , 0.10417 , 0.12787 , 0.10498 , 0.12724 , 0.11083 , 0.10793 , 0.13671 , 0.13357 , 0.12404 , 0.11192 , 0.12501 
 311 , 0.05198 , 0.07519 , 0.08118 , 0.10903 , 0.06959 , 0.05175 , 0.09141 , 0.07216 , 0.10256 , 0.10154 , 0.10324 , 0.09179 , 0.1215 , 0.09074 , 0.09126 , 0.12607 , 0.12954 , 0.11344 , 0.09261 , 0.1205 
 312 , 0.04704 , 0.08436 , 0.08819 , 0.09997 , 0.07293 , 0.06534 , 0.09923 , 0.07983 , 0.09653 , 0.10365 , 0.10654 , 0.09616 , 0.11224 , 0.09711 , 0.09456 , 0.12533 , 0.12836 , 0.12055 , 0.09781 , 0.11742 
 313 , 0.04093 , 0.0972 , 0.09765 , 0.08901 , 0.0789 , 0.08587 , 0.10976 , 0.09306 , 0.09149 , 0.10667 , 0.11408 , 0.1032 , 0.10299 , 0.10745 , 0.10089 , 0.12615 , 0.1279 , 0.13025 , 0.1066 , 0.11477 
 314 , 0.03512 , 0.10934 , 0.10659 , 0.07845 , 0.08483 , 0.10576 , 0.11997 , 0.1058 , 0.08661 , 0.1095 , 0.12142 , 0.10999 , 0.09423 , 0.11748 , 0.10692 , 0.12694 , 0.12747 , 0.13972 , 0.11504 , 0.11224 
 315 , 0.03703 , 0.11369 , 0.11137 , 0.08301 , 0.09506 , 0.11873 , 0.13229 , 0.10959 , 0.08974 , 0.11564 , 0.13207 , 0.1135 , 0.09142 , 0.12222 , 0.11459 , 0.13205 , 0.13064 , 0.14572 , 0.12071 , 0.11176 
 316 , 0.04707 , 0.10982 , 0.11167 , 0.10341 , 0.10984 , 0.12453 , 0.1469 , 0.10379 , 0.10122 , 0.12509 , 0.14621 , 0.11346 , 0.09438 , 0.12142 , 0.12394 , 0.14166 , 0.13726 , 0.14803 , 0.12338 , 0.11325 
 317 , 0.05732 , 0.10597 , 0.11197 , 0.12367 , 0.12434 , 0.13027 , 0.16133 , 0.098 , 0.11255 , 0.13465 , 0.16008 , 0.11342 , 0.09734 , 0.12063 , 0.13335 , 0.15105 , 0.14396 , 0.1503 , 0.12604 , 0.11471 
 318 , 0.06739 , 0.10486 , 0.11466 , 0.14277 , 0.13839 , 0.13559 , 0.17453 , 0.09347 , 0.12439 , 0.14431 , 0.17176 , 0.11404 , 0.10205 , 0.12081 , 0.14219 , 0.15966 , 0.15081 , 0.15267 , 0.12943 , 0.11705 
 319 , 0.07537 , 0.12853 , 0.13937 , 0.15298 , 0.15124 , 0.13782 , 0.17875 , 0.10107 , 0.14181 , 0.15508 , 0.16655 , 0.12133 , 0.12318 , 0.13002 , 0.14767 , 0.16325 , 0.16099 , 0.15654 , 0.14043 , 0.12702 
 320 , 0.08297 , 0.15134 , 0.16336 , 0.16296 , 0.16363 , 0.14003 , 0.18287 , 0.10844 , 0.15902 , 0.16566 , 0.16149 , 0.1284 , 0.14359 , 0.13892 , 0.1529 , 0.16673 , 0.17066 , 0.16032 , 0.15107 , 0.13693 
 321 , 0.09023 , 0.17334 , 0.18666 , 0.1727 , 0.17557 , 0.14221 , 0.1869 , 0.1156 , 0.17603 , 0.17604 , 0.15658 , 0.13527 , 0.16332 , 0.14752 , 0.1579 , 0.17012 , 0.17985 , 0.16403 , 0.16139 , 0.14679 
 322 , 0.09817 , 0.17228 , 0.19657 , 0.1766 , 0.1785 , 0.16064 , 0.20367 , 0.14166 , 0.1881 , 0.18667 , 0.16739 , 0.1476 , 0.16458 , 0.16164 , 0.16534 , 0.18444 , 0.19422 , 0.17448 , 0.17041 , 0.15522 
 323 , 0.10625 , 0.16274 , 0.20135 , 0.17823 , 0.17807 , 0.18441 , 0.2248 , 0.17472 , 0.19812 , 0.19721 , 0.18382 , 0.16171 , 0.15905 , 0.17747 , 0.17349 , 0.20261 , 0.2102 , 0.18728 , 0.17879 , 0.16304 
 324 , 0.11419 , 0.15352 , 0.20595 , 0.17983 , 0.17766 , 0.20685 , 0.24511 , 0.20741 , 0.2077 , 0.20734 , 0.19971 , 0.17535 , 0.15372 , 0.19271 , 0.18139 , 0.22031 , 0.22576 , 0.19969 , 0.18701 , 0.17062 
 325 , 0.12222 , 0.15119 , 0.21246 , 0.18844 , 0.18081 , 0.22359 , 0.26067 , 0.23046 , 0.21755 , 0.2213 , 0.21495 , 0.18503 , 0.16134 , 0.20538 , 0.19082 , 0.24072 , 0.2398 , 0.21117 , 0.19889 , 0.17998 
 326 , 0.13073 , 0.16152 , 0.22259 , 0.21044 , 0.1906 , 0.23071 , 0.26792 , 0.23537 , 0.22816 , 0.24273 , 0.22932 , 0.18768 , 0.19324 , 0.21358 , 0.20337 , 0.26665 , 0.25139 , 0.22139 , 0.2179 , 0.19295 
 327 , 0.13869 , 0.17152 , 0.23246 , 0.23183 , 0.20002 , 0.2376 , 0.27497 , 0.24022 , 0.23849 , 0.26404 , 0.24346 , 0.19025 , 0.22465 , 0.22161 , 0.21553 , 0.2922 , 0.26263 , 0.23115 , 0.23637 , 0.20537 
 328 , 0.14619 , 0.1812 , 0.24207 , 0.25265 , 0.20911 , 0.2443 , 0.28184 , 0.24498 , 0.24852 , 0.28516 , 0.25735 , 0.19274 , 0.25555 , 0.22949 , 0.22732 , 0.31735 , 0.27353 , 0.24053 , 0.25432 , 0.2173 
 329 , 0.16457 , 0.1945 , 0.25835 , 0.25884 , 0.22416 , 0.25946 , 0.27815 , 0.25797 , 0.25814 , 0.27869 , 0.26104 , 0.20746 , 0.26246 , 0.24504 , 0.23525 , 0.32634 , 0.29507 , 0.25411 , 0.26567 , 0.2352 
 330 , 0.1831 , 0.2076 , 0.27446 , 0.26428 , 0.23904 , 0.27463 , 0.27418 , 0.27091 , 0.26743 , 0.27173 , 0.26429 , 0.2223 , 0.26829 , 0.26065 , 0.24278 , 0.33452 , 0.31638 , 0.26747 , 0.27648 , 0.25288 
