  time  ,48:41 PM,48:58 PM,49:29 PM,49:41 PM,49:52 PM,51:01 PM,51:10 PM,51:19 PM,51:27 PM,51:39 PM,53:35 PM,53:45 PM,53:53 PM,54:01 PM,54:09 PM,55:37 PM,55:48 PM,55:56 PM,56:05 PM,56:11 PM,58:27 PM,58:39 PM,58:44 PM,58:52 PM,59:01 PM,59:56 PM,00:04 PM,00:13 PM,00:21 PM,00:31 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 740 , 0.456095 , 0.414219 , 0.437598 , 0.374536 , 0.350753 , 0.260507 , 0.247604 , 0.294168 , 0.260581 , 0.25248 , 0.389735 , 0.454369 , 0.340038 , 0.422303 , 0.444223 , 0.305151 , 0.328918 , 0.298703 , 0.31426 , 0.251358 , 0.342265 , 0.331601 , 0.4388 , 0.382187 , 0.414407 , 0.287162 , 0.328103 , 0.308518 , 0.319325 , 0.355487 
 741 , 0.460019 , 0.418803 , 0.442453 , 0.378509 , 0.354276 , 0.261496 , 0.248704 , 0.295392 , 0.261661 , 0.25353 , 0.392844 , 0.458406 , 0.342371 , 0.425391 , 0.447605 , 0.306696 , 0.330558 , 0.300435 , 0.315777 , 0.252375 , 0.345247 , 0.334137 , 0.442842 , 0.384793 , 0.417591 , 0.288713 , 0.330009 , 0.310465 , 0.321329 , 0.357615 
 742 , 0.463872 , 0.423229 , 0.447066 , 0.382369 , 0.357777 , 0.262498 , 0.249786 , 0.296676 , 0.262818 , 0.254556 , 0.395837 , 0.462297 , 0.344641 , 0.428371 , 0.450782 , 0.30815 , 0.332125 , 0.302024 , 0.317231 , 0.253342 , 0.347985 , 0.336574 , 0.44682 , 0.387293 , 0.420635 , 0.290234 , 0.331821 , 0.312342 , 0.323232 , 0.359678 
 743 , 0.467721 , 0.427653 , 0.451678 , 0.386227 , 0.361273 , 0.263495 , 0.250858 , 0.297961 , 0.263971 , 0.255577 , 0.39883 , 0.466184 , 0.34691 , 0.431357 , 0.453954 , 0.309601 , 0.333682 , 0.303615 , 0.318683 , 0.254316 , 0.350717 , 0.339009 , 0.4508 , 0.389793 , 0.42368 , 0.291757 , 0.333637 , 0.314216 , 0.325133 , 0.361738 
 744 , 0.471281 , 0.43172 , 0.455974 , 0.389692 , 0.364512 , 0.264443 , 0.251873 , 0.299179 , 0.265064 , 0.256479 , 0.401681 , 0.469838 , 0.349033 , 0.43417 , 0.456894 , 0.310933 , 0.335135 , 0.305096 , 0.320047 , 0.255231 , 0.353265 , 0.341259 , 0.454479 , 0.39213 , 0.426539 , 0.293211 , 0.335319 , 0.315964 , 0.32693 , 0.363633 
 745 , 0.474325 , 0.435314 , 0.459755 , 0.392573 , 0.367382 , 0.265311 , 0.252805 , 0.300309 , 0.266072 , 0.25721 , 0.404323 , 0.473085 , 0.350961 , 0.436681 , 0.459507 , 0.312106 , 0.336437 , 0.306432 , 0.321244 , 0.256097 , 0.355608 , 0.343206 , 0.457604 , 0.394273 , 0.429127 , 0.294601 , 0.336795 , 0.317526 , 0.328555 , 0.365306 
 746 , 0.477388 , 0.438979 , 0.463569 , 0.395494 , 0.37031 , 0.266194 , 0.253761 , 0.301462 , 0.267089 , 0.257953 , 0.407004 , 0.476349 , 0.352933 , 0.439205 , 0.462166 , 0.313312 , 0.337768 , 0.307791 , 0.322436 , 0.256989 , 0.358015 , 0.345178 , 0.460728 , 0.396459 , 0.431755 , 0.296016 , 0.338282 , 0.31911 , 0.330198 , 0.367013 
 747 , 0.480434 , 0.442633 , 0.467358 , 0.398404 , 0.373206 , 0.267065 , 0.254706 , 0.302615 , 0.268095 , 0.258692 , 0.409664 , 0.479595 , 0.354892 , 0.441713 , 0.464817 , 0.314517 , 0.339096 , 0.309136 , 0.323624 , 0.257871 , 0.360412 , 0.347133 , 0.463834 , 0.39863 , 0.434371 , 0.297425 , 0.339762 , 0.320691 , 0.331829 , 0.368716 
 748 , 0.482712 , 0.445626 , 0.470241 , 0.400745 , 0.375175 , 0.267656 , 0.255349 , 0.303607 , 0.268844 , 0.259349 , 0.41165 , 0.482112 , 0.356301 , 0.443664 , 0.466865 , 0.315512 , 0.340133 , 0.310174 , 0.324577 , 0.258545 , 0.362309 , 0.348604 , 0.466224 , 0.400332 , 0.436364 , 0.298489 , 0.340954 , 0.321992 , 0.33313 , 0.370093 
 749 , 0.485132 , 0.448779 , 0.4733 , 0.403244 , 0.377247 , 0.268283 , 0.256054 , 0.304653 , 0.269712 , 0.260132 , 0.413798 , 0.484764 , 0.35772 , 0.445745 , 0.468989 , 0.316572 , 0.341262 , 0.311263 , 0.325615 , 0.259263 , 0.364254 , 0.350136 , 0.468749 , 0.4021 , 0.438406 , 0.299571 , 0.34226 , 0.323392 , 0.334553 , 0.371512 
 750 , 0.487616 , 0.452016 , 0.476431 , 0.405804 , 0.379365 , 0.268922 , 0.256779 , 0.305715 , 0.270594 , 0.260936 , 0.415989 , 0.487481 , 0.359177 , 0.447876 , 0.471163 , 0.317648 , 0.34242 , 0.312374 , 0.326675 , 0.26 , 0.366251 , 0.351705 , 0.471339 , 0.403904 , 0.440492 , 0.300675 , 0.34359 , 0.324828 , 0.336012 , 0.372963 
 751 , 0.489372 , 0.454465 , 0.478575 , 0.407619 , 0.380959 , 0.269334 , 0.257217 , 0.306347 , 0.271292 , 0.261506 , 0.417635 , 0.489485 , 0.360346 , 0.449418 , 0.472735 , 0.318393 , 0.343254 , 0.313133 , 0.32741 , 0.260513 , 0.367748 , 0.352898 , 0.473256 , 0.405158 , 0.442076 , 0.301454 , 0.344585 , 0.32586 , 0.337178 , 0.374025 
 752 , 0.491064 , 0.456801 , 0.480728 , 0.409338 , 0.38256 , 0.269841 , 0.257679 , 0.307027 , 0.272034 , 0.262024 , 0.419147 , 0.491455 , 0.361632 , 0.450933 , 0.474321 , 0.319094 , 0.344106 , 0.313879 , 0.328109 , 0.260951 , 0.3692 , 0.354122 , 0.475109 , 0.406368 , 0.443613 , 0.302244 , 0.345505 , 0.326693 , 0.338321 , 0.375074 
 753 , 0.492851 , 0.459254 , 0.483 , 0.41115 , 0.384245 , 0.270373 , 0.258165 , 0.307747 , 0.272814 , 0.262559 , 0.420728 , 0.493534 , 0.362988 , 0.452526 , 0.475993 , 0.31983 , 0.344995 , 0.314664 , 0.328844 , 0.261419 , 0.370725 , 0.355411 , 0.477062 , 0.407635 , 0.44524 , 0.303073 , 0.34648 , 0.327568 , 0.339527 , 0.376182 
 754 , 0.494224 , 0.461148 , 0.484958 , 0.412679 , 0.385587 , 0.270834 , 0.258531 , 0.308211 , 0.27341 , 0.26306 , 0.422101 , 0.495134 , 0.364251 , 0.453667 , 0.477279 , 0.320436 , 0.345701 , 0.315297 , 0.329361 , 0.261784 , 0.372002 , 0.356542 , 0.478668 , 0.4086 , 0.446605 , 0.303808 , 0.347258 , 0.328277 , 0.340544 , 0.377123 
 755 , 0.495029 , 0.46237 , 0.486583 , 0.413963 , 0.386553 , 0.271344 , 0.258824 , 0.308335 , 0.273781 , 0.263609 , 0.423285 , 0.496025 , 0.36543 , 0.454116 , 0.478045 , 0.320885 , 0.346123 , 0.315708 , 0.329603 , 0.262167 , 0.372972 , 0.357466 , 0.479825 , 0.409155 , 0.447715 , 0.304432 , 0.34774 , 0.328879 , 0.341302 , 0.377865 
 756 , 0.495974 , 0.463837 , 0.488456 , 0.415469 , 0.387705 , 0.271971 , 0.259208 , 0.308513 , 0.27424 , 0.264265 , 0.424652 , 0.497057 , 0.366758 , 0.454642 , 0.478953 , 0.321421 , 0.346615 , 0.316177 , 0.329914 , 0.262662 , 0.374089 , 0.358513 , 0.481149 , 0.409808 , 0.449011 , 0.305125 , 0.348272 , 0.329605 , 0.342169 , 0.378716 
 757 , 0.497004 , 0.465418 , 0.490507 , 0.417123 , 0.388972 , 0.272668 , 0.25962 , 0.308727 , 0.274759 , 0.264995 , 0.426171 , 0.498162 , 0.368228 , 0.455218 , 0.479944 , 0.322011 , 0.347162 , 0.316696 , 0.330272 , 0.263226 , 0.375312 , 0.359676 , 0.482605 , 0.410535 , 0.450424 , 0.305903 , 0.348865 , 0.330405 , 0.343119 , 0.379657 
 758 , 0.497894 , 0.46664 , 0.492432 , 0.418633 , 0.390288 , 0.273478 , 0.259985 , 0.309216 , 0.275464 , 0.265802 , 0.427739 , 0.498914 , 0.369848 , 0.455717 , 0.480755 , 0.322674 , 0.347791 , 0.317279 , 0.330839 , 0.263925 , 0.376492 , 0.360928 , 0.48399 , 0.411246 , 0.451752 , 0.306851 , 0.349583 , 0.331225 , 0.344019 , 0.380662 
 759 , 0.498856 , 0.467859 , 0.494429 , 0.420212 , 0.391709 , 0.27429 , 0.2603 , 0.309721 , 0.276198 , 0.266635 , 0.429351 , 0.499607 , 0.371577 , 0.456236 , 0.48148 , 0.323373 , 0.348368 , 0.317868 , 0.331428 , 0.264509 , 0.377707 , 0.362232 , 0.485423 , 0.411884 , 0.453099 , 0.307844 , 0.350385 , 0.33207 , 0.34491 , 0.381728 
 760 , 0.499912 , 0.469188 , 0.49661 , 0.421937 , 0.393262 , 0.27518 , 0.260636 , 0.31027 , 0.276998 , 0.26755 , 0.431106 , 0.500374 , 0.37347 , 0.456802 , 0.48226 , 0.324134 , 0.349003 , 0.318509 , 0.332075 , 0.265142 , 0.37904 , 0.363662 , 0.486991 , 0.412573 , 0.454576 , 0.308927 , 0.351258 , 0.332987 , 0.345889 , 0.382895 
 761 , 0.501751 , 0.471424 , 0.499119 , 0.423959 , 0.395391 , 0.276343 , 0.261572 , 0.311633 , 0.278408 , 0.268464 , 0.433047 , 0.502305 , 0.375043 , 0.458482 , 0.483899 , 0.325359 , 0.350174 , 0.319529 , 0.333291 , 0.266021 , 0.380879 , 0.365129 , 0.48914 , 0.413962 , 0.456446 , 0.310305 , 0.352612 , 0.334388 , 0.347413 , 0.384396 
 762 , 0.503391 , 0.473204 , 0.500871 , 0.425308 , 0.396894 , 0.277075 , 0.262319 , 0.312793 , 0.279571 , 0.26906 , 0.434675 , 0.504393 , 0.376049 , 0.460084 , 0.48557 , 0.326494 , 0.351304 , 0.320494 , 0.334308 , 0.266902 , 0.382565 , 0.366356 , 0.491036 , 0.415402 , 0.45792 , 0.31162 , 0.353848 , 0.335665 , 0.348844 , 0.385582 
 763 , 0.505023 , 0.474984 , 0.502617 , 0.42665 , 0.398392 , 0.277807 , 0.263056 , 0.313945 , 0.280731 , 0.269654 , 0.436304 , 0.506471 , 0.37706 , 0.461686 , 0.487241 , 0.32763 , 0.352434 , 0.32146 , 0.335318 , 0.267778 , 0.384254 , 0.367579 , 0.492928 , 0.416836 , 0.459393 , 0.312932 , 0.355078 , 0.336944 , 0.350272 , 0.386761 
 764 , 0.507044 , 0.477277 , 0.504521 , 0.42819 , 0.399938 , 0.2787 , 0.26412 , 0.315477 , 0.282001 , 0.270463 , 0.437823 , 0.50886 , 0.377865 , 0.463741 , 0.489198 , 0.328819 , 0.353751 , 0.322575 , 0.336518 , 0.268677 , 0.385965 , 0.368815 , 0.494952 , 0.418586 , 0.460964 , 0.314256 , 0.356381 , 0.33837 , 0.351782 , 0.388064 
 765 , 0.508857 , 0.479561 , 0.505922 , 0.429423 , 0.400941 , 0.279416 , 0.265251 , 0.316984 , 0.28303 , 0.271209 , 0.438866 , 0.511007 , 0.378212 , 0.465994 , 0.491037 , 0.329672 , 0.354996 , 0.323615 , 0.337762 , 0.269364 , 0.387274 , 0.369653 , 0.496667 , 0.420255 , 0.462374 , 0.315255 , 0.357521 , 0.339683 , 0.353122 , 0.389313 
 766 , 0.510335 , 0.481496 , 0.507001 , 0.430397 , 0.401681 , 0.279962 , 0.2662 , 0.318238 , 0.283861 , 0.271807 , 0.439745 , 0.512825 , 0.378483 , 0.467991 , 0.49261 , 0.330356 , 0.356066 , 0.32452 , 0.338881 , 0.269934 , 0.388376 , 0.37031 , 0.498135 , 0.421678 , 0.463623 , 0.316089 , 0.358509 , 0.340836 , 0.354305 , 0.390437 
 767 , 0.511693 , 0.483256 , 0.507991 , 0.431302 , 0.402393 , 0.280461 , 0.267063 , 0.319388 , 0.284658 , 0.272367 , 0.440579 , 0.514495 , 0.378747 , 0.469847 , 0.494081 , 0.331008 , 0.357079 , 0.325351 , 0.339932 , 0.270483 , 0.389408 , 0.37093 , 0.499532 , 0.423002 , 0.464778 , 0.316869 , 0.359434 , 0.341916 , 0.355384 , 0.391498 
 768 , 0.512791 , 0.484535 , 0.5088 , 0.432097 , 0.403185 , 0.28079 , 0.267682 , 0.320256 , 0.285532 , 0.272868 , 0.441368 , 0.515883 , 0.379068 , 0.471456 , 0.495432 , 0.331803 , 0.358102 , 0.326021 , 0.340968 , 0.271159 , 0.390426 , 0.371559 , 0.50106 , 0.424192 , 0.465845 , 0.317643 , 0.360302 , 0.342954 , 0.356192 , 0.392542 
 769 , 0.513833 , 0.485759 , 0.509628 , 0.432844 , 0.403894 , 0.281114 , 0.268256 , 0.321075 , 0.286421 , 0.27329 , 0.442042 , 0.517268 , 0.379397 , 0.472977 , 0.496692 , 0.332642 , 0.359111 , 0.326619 , 0.341917 , 0.27178 , 0.391408 , 0.372207 , 0.502585 , 0.425346 , 0.466906 , 0.318445 , 0.361131 , 0.343967 , 0.356967 , 0.393475 
 770 , 0.514829 , 0.486923 , 0.510416 , 0.433547 , 0.404567 , 0.281424 , 0.268799 , 0.321849 , 0.287267 , 0.2737 , 0.442683 , 0.518585 , 0.379709 , 0.474417 , 0.497886 , 0.333441 , 0.36006 , 0.327182 , 0.34282 , 0.272371 , 0.392345 , 0.372821 , 0.504026 , 0.42644 , 0.467915 , 0.319203 , 0.361917 , 0.344932 , 0.357699 , 0.394357 
 771 , 0.515435 , 0.487607 , 0.511134 , 0.434101 , 0.405047 , 0.281902 , 0.269337 , 0.3225 , 0.287897 , 0.274082 , 0.443333 , 0.519639 , 0.380175 , 0.475407 , 0.498707 , 0.333997 , 0.36081 , 0.327768 , 0.343481 , 0.272833 , 0.393113 , 0.373369 , 0.505134 , 0.427175 , 0.468686 , 0.320008 , 0.362642 , 0.345727 , 0.358383 , 0.395065 
 772 , 0.516085 , 0.488269 , 0.51195 , 0.434839 , 0.405855 , 0.282563 , 0.269988 , 0.323309 , 0.288474 , 0.274551 , 0.444128 , 0.52069 , 0.380664 , 0.476302 , 0.499501 , 0.334494 , 0.361485 , 0.328456 , 0.344119 , 0.273293 , 0.393913 , 0.373904 , 0.506195 , 0.427965 , 0.469368 , 0.320884 , 0.363406 , 0.346497 , 0.359126 , 0.395875 
 773 , 0.516719 , 0.488916 , 0.512749 , 0.435566 , 0.406659 , 0.283213 , 0.270629 , 0.324106 , 0.289046 , 0.275015 , 0.44491 , 0.521719 , 0.381142 , 0.477183 , 0.500281 , 0.334982 , 0.362152 , 0.329137 , 0.344743 , 0.273748 , 0.394696 , 0.374428 , 0.507236 , 0.428737 , 0.470028 , 0.321741 , 0.364149 , 0.347252 , 0.359854 , 0.396663 
 774 , 0.517282 , 0.489508 , 0.513455 , 0.436227 , 0.407416 , 0.283739 , 0.271191 , 0.324812 , 0.289618 , 0.275467 , 0.445617 , 0.522584 , 0.38161 , 0.477975 , 0.500999 , 0.335508 , 0.362789 , 0.329793 , 0.345352 , 0.274198 , 0.395469 , 0.374954 , 0.508232 , 0.429492 , 0.470748 , 0.322565 , 0.364884 , 0.347976 , 0.360615 , 0.397455 
 775 , 0.517803 , 0.490185 , 0.514246 , 0.436847 , 0.408131 , 0.284164 , 0.271688 , 0.325491 , 0.290253 , 0.275959 , 0.446266 , 0.5233 , 0.382105 , 0.478734 , 0.501691 , 0.33613 , 0.363486 , 0.330438 , 0.345995 , 0.27469 , 0.396289 , 0.375541 , 0.509207 , 0.430215 , 0.471584 , 0.323313 , 0.365627 , 0.348698 , 0.361387 , 0.398241 
 776 , 0.518334 , 0.490903 , 0.515095 , 0.437478 , 0.408836 , 0.284602 , 0.272189 , 0.326195 , 0.290916 , 0.276467 , 0.446927 , 0.524018 , 0.382616 , 0.47951 , 0.5024 , 0.336769 , 0.364212 , 0.331085 , 0.346658 , 0.275196 , 0.397113 , 0.376137 , 0.510181 , 0.430925 , 0.472445 , 0.324044 , 0.36637 , 0.349421 , 0.362159 , 0.399014 
 777 , 0.518841 , 0.491595 , 0.515893 , 0.438067 , 0.409511 , 0.285026 , 0.272654 , 0.326881 , 0.291559 , 0.276937 , 0.447596 , 0.524736 , 0.38313 , 0.480283 , 0.503079 , 0.337396 , 0.364911 , 0.331703 , 0.347299 , 0.275699 , 0.397923 , 0.376726 , 0.511125 , 0.431614 , 0.473279 , 0.324748 , 0.367093 , 0.35013 , 0.362907 , 0.399767 
 778 , 0.519303 , 0.492198 , 0.516416 , 0.438474 , 0.410033 , 0.285458 , 0.272955 , 0.327517 , 0.292162 , 0.277227 , 0.448354 , 0.525546 , 0.383783 , 0.481105 , 0.503741 , 0.337963 , 0.3655 , 0.332164 , 0.347875 , 0.276169 , 0.398669 , 0.377313 , 0.511947 , 0.432195 , 0.474013 , 0.325362 , 0.367703 , 0.350762 , 0.363579 , 0.40046 
 779 , 0.5199 , 0.492895 , 0.516947 , 0.438933 , 0.410634 , 0.285975 , 0.273326 , 0.328175 , 0.292854 , 0.277598 , 0.449166 , 0.526483 , 0.384534 , 0.482046 , 0.504576 , 0.33858 , 0.366091 , 0.332663 , 0.348536 , 0.276661 , 0.399489 , 0.377988 , 0.512848 , 0.432825 , 0.474791 , 0.326042 , 0.368378 , 0.351445 , 0.364297 , 0.401202 
 780 , 0.520512 , 0.4936 , 0.517487 , 0.439407 , 0.411242 , 0.286504 , 0.273703 , 0.328841 , 0.293553 , 0.277974 , 0.449992 , 0.527431 , 0.385306 , 0.483002 , 0.505427 , 0.33921 , 0.366696 , 0.333167 , 0.349197 , 0.277159 , 0.400311 , 0.378676 , 0.513765 , 0.433463 , 0.475577 , 0.32673 , 0.36906 , 0.352141 , 0.365017 , 0.401959 
 781 , 0.521055 , 0.494303 , 0.517939 , 0.439889 , 0.41157 , 0.286988 , 0.274139 , 0.329426 , 0.294125 , 0.278513 , 0.450632 , 0.528136 , 0.38599 , 0.483771 , 0.506211 , 0.33976 , 0.36728 , 0.33362 , 0.349735 , 0.27767 , 0.401026 , 0.379237 , 0.51455 , 0.43401 , 0.476262 , 0.327394 , 0.369708 , 0.352795 , 0.365805 , 0.402686 
 782 , 0.521684 , 0.495219 , 0.518523 , 0.440566 , 0.411969 , 0.287453 , 0.274716 , 0.330082 , 0.294766 , 0.279166 , 0.451351 , 0.5287 , 0.386675 , 0.484571 , 0.506816 , 0.340284 , 0.36792 , 0.334105 , 0.350225 , 0.27823 , 0.401755 , 0.379808 , 0.515375 , 0.434703 , 0.477097 , 0.32808 , 0.370369 , 0.353498 , 0.366712 , 0.403484 
 783 , 0.522325 , 0.496153 , 0.519125 , 0.441259 , 0.412371 , 0.287927 , 0.275303 , 0.330754 , 0.295417 , 0.279835 , 0.452079 , 0.52927 , 0.387371 , 0.485388 , 0.507431 , 0.340817 , 0.368577 , 0.334604 , 0.350732 , 0.278806 , 0.4025 , 0.380389 , 0.516211 , 0.435406 , 0.477954 , 0.328782 , 0.371045 , 0.35421 , 0.367635 , 0.404292 
 784 , 0.522924 , 0.497082 , 0.519676 , 0.441932 , 0.412873 , 0.288388 , 0.275886 , 0.33139 , 0.296095 , 0.280414 , 0.452819 , 0.529806 , 0.388037 , 0.486176 , 0.508038 , 0.341383 , 0.369225 , 0.335054 , 0.351258 , 0.279352 , 0.403246 , 0.380982 , 0.51708 , 0.4361 , 0.478804 , 0.329483 , 0.371703 , 0.354922 , 0.368511 , 0.405085 
 785 , 0.52347 , 0.497883 , 0.520306 , 0.442602 , 0.413435 , 0.288866 , 0.276446 , 0.332026 , 0.296798 , 0.280915 , 0.453549 , 0.530444 , 0.388688 , 0.486825 , 0.508743 , 0.342065 , 0.369933 , 0.335501 , 0.35185 , 0.279921 , 0.404042 , 0.381551 , 0.518018 , 0.436696 , 0.479601 , 0.330198 , 0.372351 , 0.355629 , 0.369318 , 0.405851 
 786 , 0.524031 , 0.498666 , 0.520984 , 0.443297 , 0.41399 , 0.289373 , 0.277017 , 0.332691 , 0.297513 , 0.28142 , 0.454279 , 0.531151 , 0.389353 , 0.487448 , 0.509499 , 0.342783 , 0.370679 , 0.335962 , 0.352459 , 0.280518 , 0.404855 , 0.382121 , 0.518982 , 0.437266 , 0.480403 , 0.330931 , 0.373005 , 0.356339 , 0.370132 , 0.40664 
 787 , 0.524594 , 0.499438 , 0.521708 , 0.443963 , 0.414533 , 0.289904 , 0.277618 , 0.333361 , 0.298233 , 0.281942 , 0.455048 , 0.531872 , 0.390018 , 0.488092 , 0.510249 , 0.343488 , 0.371437 , 0.336428 , 0.353086 , 0.281096 , 0.405681 , 0.382696 , 0.519947 , 0.437842 , 0.481199 , 0.331675 , 0.37367 , 0.35708 , 0.370964 , 0.407417 
 788 , 0.525156 , 0.500173 , 0.522542 , 0.444431 , 0.41506 , 0.290555 , 0.278256 , 0.334073 , 0.298895 , 0.282489 , 0.455933 , 0.532619 , 0.390668 , 0.488852 , 0.510978 , 0.344057 , 0.372152 , 0.336868 , 0.353729 , 0.281536 , 0.406508 , 0.383237 , 0.520849 , 0.438456 , 0.481993 , 0.33243 , 0.374318 , 0.357899 , 0.371803 , 0.408126 
 789 , 0.525756 , 0.500997 , 0.523352 , 0.444899 , 0.415686 , 0.29127 , 0.278855 , 0.334872 , 0.299554 , 0.283054 , 0.456865 , 0.533362 , 0.391368 , 0.489729 , 0.511779 , 0.344639 , 0.372849 , 0.337295 , 0.354399 , 0.281951 , 0.407345 , 0.383806 , 0.521814 , 0.439181 , 0.482877 , 0.333221 , 0.374992 , 0.358772 , 0.372688 , 0.408877 
 790 , 0.526366 , 0.501842 , 0.524178 , 0.445382 , 0.416332 , 0.292003 , 0.279472 , 0.335696 , 0.300238 , 0.28363 , 0.457818 , 0.534121 , 0.392088 , 0.490627 , 0.512602 , 0.345234 , 0.373567 , 0.337741 , 0.355083 , 0.282384 , 0.408209 , 0.384389 , 0.522794 , 0.439927 , 0.483776 , 0.334038 , 0.37568 , 0.359665 , 0.373586 , 0.409643 
 791 , 0.526999 , 0.502706 , 0.524799 , 0.445893 , 0.416987 , 0.292579 , 0.279897 , 0.336554 , 0.300837 , 0.284178 , 0.4585 , 0.534939 , 0.392719 , 0.491488 , 0.5134 , 0.345803 , 0.374228 , 0.338193 , 0.3556 , 0.282851 , 0.408948 , 0.384979 , 0.523758 , 0.440651 , 0.484601 , 0.334828 , 0.376341 , 0.360411 , 0.374415 , 0.410437 
 792 , 0.527573 , 0.503486 , 0.525322 , 0.446363 , 0.417579 , 0.293028 , 0.280386 , 0.337236 , 0.301342 , 0.284596 , 0.459086 , 0.535762 , 0.393255 , 0.492254 , 0.514039 , 0.346323 , 0.374813 , 0.338695 , 0.35604 , 0.28328 , 0.409671 , 0.385565 , 0.524611 , 0.441261 , 0.485237 , 0.335639 , 0.377015 , 0.361173 , 0.375268 , 0.411274 
 793 , 0.528162 , 0.504276 , 0.525853 , 0.44684 , 0.418184 , 0.293489 , 0.280881 , 0.337936 , 0.301859 , 0.285019 , 0.459679 , 0.536601 , 0.393805 , 0.493041 , 0.514693 , 0.346849 , 0.375404 , 0.339203 , 0.356486 , 0.283714 , 0.410407 , 0.386165 , 0.525485 , 0.441884 , 0.485888 , 0.336469 , 0.377701 , 0.361953 , 0.376141 , 0.412124 
 794 , 0.528778 , 0.504996 , 0.526362 , 0.44733 , 0.41874 , 0.293899 , 0.281375 , 0.338685 , 0.302447 , 0.285402 , 0.460342 , 0.537432 , 0.394372 , 0.493851 , 0.515354 , 0.347407 , 0.375965 , 0.339703 , 0.357004 , 0.284184 , 0.411154 , 0.386754 , 0.526324 , 0.44251 , 0.486502 , 0.337243 , 0.378338 , 0.362754 , 0.377039 , 0.412959 
 795 , 0.529498 , 0.50578 , 0.52691 , 0.44783 , 0.419274 , 0.294334 , 0.281793 , 0.339562 , 0.303248 , 0.285894 , 0.461183 , 0.5383 , 0.395012 , 0.494828 , 0.516176 , 0.348021 , 0.376602 , 0.340163 , 0.357585 , 0.284763 , 0.412016 , 0.387398 , 0.52726 , 0.443267 , 0.48727 , 0.337981 , 0.37899 , 0.363524 , 0.377971 , 0.413835 
 796 , 0.530254 , 0.506616 , 0.527499 , 0.448339 , 0.419811 , 0.294792 , 0.282212 , 0.340483 , 0.304115 , 0.286426 , 0.462084 , 0.539196 , 0.395685 , 0.495865 , 0.517061 , 0.348654 , 0.377289 , 0.340627 , 0.358184 , 0.28538 , 0.41293 , 0.388071 , 0.52825 , 0.444082 , 0.488107 , 0.338729 , 0.379668 , 0.364296 , 0.378935 , 0.414752 
 797 , 0.531032 , 0.507485 , 0.528178 , 0.448882 , 0.420368 , 0.295322 , 0.282677 , 0.341399 , 0.304944 , 0.286986 , 0.46297 , 0.540114 , 0.396339 , 0.496922 , 0.517972 , 0.34929 , 0.377986 , 0.341104 , 0.358786 , 0.285995 , 0.413857 , 0.388762 , 0.529288 , 0.444899 , 0.488994 , 0.339492 , 0.380375 , 0.365077 , 0.379911 , 0.415676 
 798 , 0.531782 , 0.508373 , 0.529092 , 0.449514 , 0.420864 , 0.29604 , 0.283301 , 0.342248 , 0.305535 , 0.287524 , 0.463729 , 0.541032 , 0.396877 , 0.497847 , 0.518817 , 0.349864 , 0.378678 , 0.341594 , 0.359385 , 0.286525 , 0.414687 , 0.389374 , 0.530374 , 0.445593 , 0.489928 , 0.340206 , 0.381129 , 0.365858 , 0.380896 , 0.416541 
 799 , 0.532452 , 0.50923 , 0.529983 , 0.45018 , 0.421298 , 0.296745 , 0.283938 , 0.343082 , 0.306058 , 0.288025 , 0.464448 , 0.541934 , 0.397415 , 0.498626 , 0.51955 , 0.35043 , 0.379356 , 0.342106 , 0.360032 , 0.28703 , 0.415417 , 0.389891 , 0.531413 , 0.446182 , 0.490774 , 0.340878 , 0.381856 , 0.366669 , 0.381888 , 0.417356 
 800 , 0.533144 , 0.510109 , 0.530886 , 0.45086 , 0.421737 , 0.297465 , 0.284588 , 0.343945 , 0.306588 , 0.288537 , 0.465188 , 0.54286 , 0.39797 , 0.499428 , 0.520305 , 0.351011 , 0.380052 , 0.342626 , 0.360696 , 0.287547 , 0.416166 , 0.390424 , 0.532475 , 0.446784 , 0.491636 , 0.341566 , 0.382595 , 0.367503 , 0.382904 , 0.418197 
 801 , 0.533763 , 0.511012 , 0.53144 , 0.451412 , 0.422352 , 0.297874 , 0.28511 , 0.344463 , 0.307158 , 0.288932 , 0.465866 , 0.543496 , 0.398539 , 0.500204 , 0.521017 , 0.351652 , 0.380731 , 0.343128 , 0.361417 , 0.288002 , 0.416841 , 0.390989 , 0.533326 , 0.447457 , 0.492325 , 0.342217 , 0.383351 , 0.368302 , 0.383876 , 0.419024 
 802 , 0.534437 , 0.511871 , 0.532045 , 0.451921 , 0.423002 , 0.298311 , 0.285612 , 0.344966 , 0.307741 , 0.289407 , 0.466485 , 0.544052 , 0.399129 , 0.501096 , 0.521803 , 0.352283 , 0.381386 , 0.343627 , 0.362119 , 0.288455 , 0.417564 , 0.391672 , 0.534076 , 0.44824 , 0.493113 , 0.342885 , 0.384127 , 0.369068 , 0.3848 , 0.419874 
