  time  ,54:24 PM,54:30 PM,54:38 PM,54:44 PM,54:51 PM,55:58 PM,56:05 PM,56:11 PM,56:19 PM,56:27 PM,57:18 PM,57:24 PM,57:30 PM,57:39 PM,57:46 PM,58:37 PM,58:46 PM,58:53 PM,59:01 PM,59:09 PM,00:17 PM,00:25 PM,00:31 PM,00:40 PM,00:47 PM,01:49 PM,01:55 PM,02:01 PM,02:10 PM,02:17 PM,03:02 PM,03:08 PM,03:20 PM,03:34 PM,03:40 PM,04:32 PM,04:39 PM,04:48 PM,04:54 PM,05:01 PM,06:15 PM,06:22 PM,06:29 PM,06:36 PM,06:45 PM,07:59 PM,08:04 PM,08:11 PM,08:22 PM,08:32 PM,09:09 PM,09:15 PM,09:22 PM,09:29 PM,09:36 PM,10:14 PM,10:22 PM,10:28 PM,10:35 PM,10:41 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 747 , 0.229571 , 0.350251 , 0.247474 , 0.309403 , 0.256337 , 0.172422 , 0.207853 , 0.218168 , 0.182426 , 0.196402 , 0.317639 , 0.307045 , 0.280933 , 0.321722 , 0.301461 , 0.137575 , 0.160907 , 0.137977 , 0.228231 , 0.13309 , 0.201444 , 0.2788 , 0.226667 , 0.29218 , 0.271078 , 0.356027 , 0.357003 , 0.337112 , 0.35428 , 0.333061 , 0.264964 , 0.255935 , 0.126097 , 0.136455 , 0.143368 , 0.267017 , 0.233295 , 0.22373 , 0.20251 , 0.241628 , 0.118965 , 0.252114 , 0.198143 , 0.201294 , 0.208056 , 0.264986 , 0.272263 , 0.266931 , 0.31206 , 0.230176 , 0.201423 , 0.142773 , 0.160933 , 0.128889 , 0.187549 , 0.212316 , 0.219063 , 0.206706 , 0.276887 , 0.240374 
 748 , 0.230314 , 0.351709 , 0.248286 , 0.309989 , 0.257032 , 0.172848 , 0.208366 , 0.218863 , 0.182984 , 0.196807 , 0.318794 , 0.308043 , 0.28188 , 0.322933 , 0.30245 , 0.137863 , 0.161407 , 0.138267 , 0.229016 , 0.133417 , 0.201888 , 0.279547 , 0.227248 , 0.292976 , 0.271771 , 0.357502 , 0.358375 , 0.338437 , 0.355557 , 0.334228 , 0.265967 , 0.256817 , 0.126331 , 0.136672 , 0.143678 , 0.267816 , 0.233753 , 0.224247 , 0.202939 , 0.242305 , 0.119239 , 0.252856 , 0.198736 , 0.201937 , 0.20864 , 0.265827 , 0.273188 , 0.26753 , 0.313157 , 0.230719 , 0.202028 , 0.143214 , 0.161321 , 0.129203 , 0.188109 , 0.212795 , 0.219499 , 0.207067 , 0.277613 , 0.240952 
 749 , 0.231045 , 0.353198 , 0.249101 , 0.310572 , 0.257714 , 0.173267 , 0.208879 , 0.219554 , 0.183538 , 0.197226 , 0.319925 , 0.309033 , 0.282871 , 0.324115 , 0.303428 , 0.138136 , 0.161901 , 0.138552 , 0.22983 , 0.133725 , 0.202334 , 0.280312 , 0.227816 , 0.293757 , 0.272461 , 0.358986 , 0.359705 , 0.339769 , 0.35681 , 0.335362 , 0.266931 , 0.257714 , 0.126543 , 0.136889 , 0.143963 , 0.268584 , 0.234203 , 0.224716 , 0.203355 , 0.242967 , 0.119497 , 0.253632 , 0.199326 , 0.20255 , 0.209203 , 0.266656 , 0.274108 , 0.268141 , 0.31426 , 0.231266 , 0.202658 , 0.143666 , 0.161712 , 0.129529 , 0.188678 , 0.213263 , 0.219921 , 0.20741 , 0.278352 , 0.241493 
 750 , 0.231786 , 0.354722 , 0.249935 , 0.31117 , 0.258419 , 0.17369 , 0.209402 , 0.220256 , 0.184111 , 0.197649 , 0.321082 , 0.310044 , 0.283888 , 0.325325 , 0.304428 , 0.138421 , 0.162408 , 0.138844 , 0.230656 , 0.134044 , 0.202789 , 0.281091 , 0.228394 , 0.294558 , 0.273164 , 0.360506 , 0.361064 , 0.34113 , 0.358098 , 0.336525 , 0.267915 , 0.25863 , 0.126761 , 0.137107 , 0.144254 , 0.269365 , 0.234665 , 0.225201 , 0.203774 , 0.243647 , 0.119759 , 0.254426 , 0.199927 , 0.203179 , 0.209775 , 0.267504 , 0.275052 , 0.268765 , 0.31539 , 0.23183 , 0.203304 , 0.14413 , 0.16211 , 0.129856 , 0.189268 , 0.213747 , 0.220353 , 0.207757 , 0.279105 , 0.24204 
 751 , 0.232256 , 0.355742 , 0.25059 , 0.311617 , 0.258923 , 0.173959 , 0.209736 , 0.220706 , 0.184502 , 0.197951 , 0.321968 , 0.31078 , 0.284599 , 0.326203 , 0.305144 , 0.138675 , 0.162716 , 0.139069 , 0.231233 , 0.134276 , 0.203099 , 0.2817 , 0.228738 , 0.295017 , 0.273569 , 0.361531 , 0.362029 , 0.342103 , 0.359069 , 0.337359 , 0.268563 , 0.259229 , 0.126928 , 0.137247 , 0.144436 , 0.26986 , 0.234964 , 0.225488 , 0.204084 , 0.244101 , 0.119909 , 0.254907 , 0.200336 , 0.203614 , 0.210206 , 0.268125 , 0.275747 , 0.269203 , 0.316136 , 0.232261 , 0.203739 , 0.144469 , 0.162415 , 0.130123 , 0.189634 , 0.214014 , 0.220596 , 0.207991 , 0.279506 , 0.242317 
 752 , 0.232607 , 0.35649 , 0.25124 , 0.312056 , 0.259351 , 0.174149 , 0.209984 , 0.221027 , 0.184813 , 0.198224 , 0.322803 , 0.311431 , 0.28512 , 0.327017 , 0.305759 , 0.138926 , 0.162963 , 0.139272 , 0.231703 , 0.134509 , 0.203408 , 0.282325 , 0.229061 , 0.295445 , 0.273923 , 0.362486 , 0.36293 , 0.342948 , 0.359987 , 0.338104 , 0.269178 , 0.259746 , 0.127116 , 0.137381 , 0.144621 , 0.270279 , 0.235238 , 0.225751 , 0.204367 , 0.244489 , 0.12008 , 0.255247 , 0.200673 , 0.204044 , 0.210626 , 0.268695 , 0.276302 , 0.26955 , 0.316769 , 0.23264 , 0.204126 , 0.144774 , 0.162678 , 0.130383 , 0.189943 , 0.214221 , 0.22083 , 0.208253 , 0.279776 , 0.24257 
 753 , 0.232985 , 0.357287 , 0.251931 , 0.312517 , 0.259798 , 0.174348 , 0.210246 , 0.221374 , 0.185141 , 0.198514 , 0.323689 , 0.312122 , 0.285671 , 0.327878 , 0.306412 , 0.13919 , 0.163225 , 0.139487 , 0.232194 , 0.134755 , 0.203735 , 0.282981 , 0.2294 , 0.295899 , 0.274296 , 0.36349 , 0.36388 , 0.343837 , 0.360954 , 0.33889 , 0.269828 , 0.260286 , 0.127321 , 0.137522 , 0.144818 , 0.270722 , 0.235532 , 0.226024 , 0.204663 , 0.244893 , 0.120256 , 0.255603 , 0.201034 , 0.204493 , 0.211075 , 0.269301 , 0.276888 , 0.269921 , 0.317441 , 0.233034 , 0.204531 , 0.145098 , 0.162951 , 0.130648 , 0.190268 , 0.21444 , 0.221072 , 0.208528 , 0.280061 , 0.242839 
 754 , 0.233279 , 0.357735 , 0.25252 , 0.312845 , 0.260085 , 0.174476 , 0.210408 , 0.221581 , 0.185384 , 0.198704 , 0.324416 , 0.312695 , 0.286138 , 0.328566 , 0.306984 , 0.139442 , 0.163353 , 0.139718 , 0.232582 , 0.134954 , 0.204016 , 0.283371 , 0.229688 , 0.296138 , 0.274506 , 0.364287 , 0.36463 , 0.344504 , 0.361708 , 0.339462 , 0.270306 , 0.260688 , 0.127522 , 0.137627 , 0.144953 , 0.270981 , 0.235758 , 0.226257 , 0.204885 , 0.245099 , 0.120444 , 0.255868 , 0.201338 , 0.204807 , 0.211509 , 0.269714 , 0.277351 , 0.27024 , 0.317908 , 0.233268 , 0.204852 , 0.14538 , 0.163176 , 0.130875 , 0.19048 , 0.214558 , 0.22126 , 0.208736 , 0.2802 , 0.243019 
 755 , 0.233485 , 0.357679 , 0.252904 , 0.312929 , 0.260082 , 0.174518 , 0.210448 , 0.22158 , 0.185472 , 0.198681 , 0.324857 , 0.313018 , 0.286516 , 0.328945 , 0.307405 , 0.139669 , 0.163242 , 0.139981 , 0.232778 , 0.135036 , 0.204244 , 0.283303 , 0.229905 , 0.29605 , 0.274494 , 0.364785 , 0.365074 , 0.344821 , 0.362056 , 0.339698 , 0.270512 , 0.260861 , 0.127713 , 0.137681 , 0.144987 , 0.270946 , 0.23583 , 0.226396 , 0.204968 , 0.244974 , 0.120607 , 0.255989 , 0.20156 , 0.204879 , 0.211929 , 0.269771 , 0.277651 , 0.270484 , 0.318052 , 0.23324 , 0.205018 , 0.145611 , 0.163353 , 0.131032 , 0.1905 , 0.214541 , 0.221335 , 0.208838 , 0.280157 , 0.243041 
 756 , 0.233716 , 0.357634 , 0.25332 , 0.313005 , 0.260075 , 0.174572 , 0.210498 , 0.221589 , 0.185573 , 0.198649 , 0.325329 , 0.313357 , 0.286953 , 0.32934 , 0.307862 , 0.139923 , 0.163113 , 0.140263 , 0.232991 , 0.135114 , 0.204496 , 0.283227 , 0.230146 , 0.295963 , 0.274507 , 0.365344 , 0.365567 , 0.345177 , 0.362426 , 0.33995 , 0.270731 , 0.261063 , 0.127918 , 0.137742 , 0.145011 , 0.270915 , 0.235881 , 0.226542 , 0.205053 , 0.244835 , 0.120772 , 0.256126 , 0.201801 , 0.204947 , 0.212389 , 0.269816 , 0.278 , 0.270753 , 0.318205 , 0.233214 , 0.205199 , 0.14587 , 0.16356 , 0.131209 , 0.190521 , 0.214532 , 0.221404 , 0.208942 , 0.280136 , 0.243061 
 757 , 0.233976 , 0.357581 , 0.253767 , 0.313107 , 0.260066 , 0.17463 , 0.210561 , 0.221612 , 0.185682 , 0.198615 , 0.325851 , 0.313738 , 0.287424 , 0.329771 , 0.308366 , 0.140186 , 0.162976 , 0.140565 , 0.233228 , 0.135204 , 0.204781 , 0.283147 , 0.230424 , 0.295868 , 0.274536 , 0.365964 , 0.366109 , 0.345569 , 0.362831 , 0.340231 , 0.270967 , 0.261284 , 0.128151 , 0.137801 , 0.145055 , 0.270883 , 0.235947 , 0.226705 , 0.20516 , 0.244687 , 0.120947 , 0.25628 , 0.202072 , 0.205021 , 0.2129 , 0.269867 , 0.278383 , 0.271057 , 0.318379 , 0.233183 , 0.205406 , 0.146155 , 0.163785 , 0.131407 , 0.190552 , 0.214531 , 0.221495 , 0.209075 , 0.280114 , 0.243095 
 758 , 0.234225 , 0.357445 , 0.254236 , 0.313421 , 0.260077 , 0.174674 , 0.210724 , 0.221755 , 0.185872 , 0.19867 , 0.326469 , 0.314271 , 0.287869 , 0.330226 , 0.308953 , 0.140303 , 0.162965 , 0.140886 , 0.233619 , 0.13534 , 0.20515 , 0.283156 , 0.23088 , 0.29576 , 0.274709 , 0.366664 , 0.366609 , 0.346008 , 0.363252 , 0.340534 , 0.271141 , 0.261555 , 0.128483 , 0.137874 , 0.145254 , 0.270886 , 0.236087 , 0.226917 , 0.205444 , 0.244556 , 0.121158 , 0.256548 , 0.202388 , 0.205161 , 0.213447 , 0.269958 , 0.278844 , 0.27153 , 0.318555 , 0.233141 , 0.205778 , 0.146538 , 0.164037 , 0.131661 , 0.190651 , 0.214541 , 0.221771 , 0.209412 , 0.280166 , 0.243267 
 759 , 0.234469 , 0.357352 , 0.254708 , 0.313769 , 0.260131 , 0.174716 , 0.210891 , 0.221905 , 0.186092 , 0.198745 , 0.327191 , 0.31489 , 0.288335 , 0.330686 , 0.309589 , 0.140441 , 0.162966 , 0.141244 , 0.234067 , 0.135514 , 0.205517 , 0.283168 , 0.231375 , 0.295609 , 0.274858 , 0.36743 , 0.367095 , 0.346472 , 0.363734 , 0.340881 , 0.271324 , 0.261848 , 0.128842 , 0.13795 , 0.145458 , 0.270867 , 0.236297 , 0.227172 , 0.205752 , 0.24444 , 0.121406 , 0.256876 , 0.202747 , 0.205334 , 0.214001 , 0.270092 , 0.279339 , 0.272065 , 0.318752 , 0.233125 , 0.206214 , 0.146963 , 0.164326 , 0.131936 , 0.190769 , 0.214542 , 0.222089 , 0.209793 , 0.280203 , 0.243465 
 760 , 0.234732 , 0.357245 , 0.255221 , 0.314152 , 0.260193 , 0.174761 , 0.211071 , 0.222071 , 0.186326 , 0.198835 , 0.327981 , 0.315561 , 0.288836 , 0.331185 , 0.310282 , 0.140587 , 0.162967 , 0.141633 , 0.234558 , 0.135705 , 0.205915 , 0.283182 , 0.231907 , 0.295457 , 0.275023 , 0.368261 , 0.367624 , 0.346978 , 0.364257 , 0.341262 , 0.271517 , 0.262172 , 0.12923 , 0.138032 , 0.145682 , 0.270851 , 0.236527 , 0.227456 , 0.206083 , 0.244322 , 0.12168 , 0.257234 , 0.203136 , 0.205518 , 0.214605 , 0.270236 , 0.279877 , 0.272652 , 0.318972 , 0.233104 , 0.206687 , 0.147421 , 0.164645 , 0.132238 , 0.190894 , 0.214549 , 0.222434 , 0.210204 , 0.280246 , 0.243679 
 761 , 0.235124 , 0.357987 , 0.255911 , 0.314798 , 0.260794 , 0.175176 , 0.211564 , 0.222601 , 0.186943 , 0.199253 , 0.329033 , 0.316424 , 0.289552 , 0.332051 , 0.311062 , 0.141019 , 0.163453 , 0.142101 , 0.235194 , 0.136158 , 0.206599 , 0.284 , 0.232758 , 0.296207 , 0.275752 , 0.369427 , 0.368557 , 0.347852 , 0.365192 , 0.342164 , 0.272136 , 0.262762 , 0.129709 , 0.138398 , 0.146141 , 0.271418 , 0.237081 , 0.227919 , 0.206648 , 0.244862 , 0.122053 , 0.25777 , 0.203734 , 0.206137 , 0.215261 , 0.270918 , 0.280646 , 0.273321 , 0.319566 , 0.233732 , 0.207263 , 0.14799 , 0.165221 , 0.132819 , 0.19138 , 0.215065 , 0.223015 , 0.210791 , 0.28089 , 0.244264 
 762 , 0.235633 , 0.358938 , 0.256741 , 0.315581 , 0.261656 , 0.175684 , 0.212133 , 0.223296 , 0.187655 , 0.199779 , 0.330091 , 0.317372 , 0.29036 , 0.333193 , 0.311905 , 0.141529 , 0.164106 , 0.142589 , 0.235873 , 0.136696 , 0.207321 , 0.284948 , 0.233596 , 0.297132 , 0.276538 , 0.37051 , 0.369642 , 0.348894 , 0.366327 , 0.34322 , 0.272862 , 0.263371 , 0.130213 , 0.138881 , 0.146685 , 0.272262 , 0.237735 , 0.228418 , 0.20736 , 0.24555 , 0.122464 , 0.258319 , 0.204405 , 0.206895 , 0.215945 , 0.271819 , 0.281546 , 0.274015 , 0.320261 , 0.234557 , 0.207769 , 0.148552 , 0.165766 , 0.133463 , 0.191882 , 0.215661 , 0.223618 , 0.211346 , 0.281715 , 0.244873 
 763 , 0.236137 , 0.359883 , 0.257573 , 0.316369 , 0.262515 , 0.176195 , 0.212693 , 0.223987 , 0.188367 , 0.200302 , 0.331151 , 0.318316 , 0.291175 , 0.334327 , 0.312743 , 0.142044 , 0.164764 , 0.143081 , 0.236549 , 0.137228 , 0.208042 , 0.285899 , 0.234431 , 0.298054 , 0.27732 , 0.371594 , 0.370727 , 0.349933 , 0.367458 , 0.344283 , 0.27359 , 0.263974 , 0.130712 , 0.139362 , 0.147228 , 0.273096 , 0.238392 , 0.228913 , 0.208069 , 0.246246 , 0.122874 , 0.258868 , 0.205075 , 0.207647 , 0.216626 , 0.272723 , 0.282443 , 0.274703 , 0.320954 , 0.235386 , 0.208278 , 0.14912 , 0.166316 , 0.134102 , 0.192387 , 0.216253 , 0.224229 , 0.211898 , 0.282542 , 0.245484 
 764 , 0.236713 , 0.36121 , 0.258323 , 0.317131 , 0.263613 , 0.176802 , 0.213374 , 0.224791 , 0.189116 , 0.200941 , 0.332239 , 0.319229 , 0.29203 , 0.335528 , 0.313537 , 0.14253 , 0.165581 , 0.14353 , 0.237262 , 0.137773 , 0.208791 , 0.287132 , 0.235251 , 0.299277 , 0.278276 , 0.372823 , 0.371904 , 0.351136 , 0.368631 , 0.345455 , 0.274399 , 0.264608 , 0.131173 , 0.139921 , 0.147831 , 0.274089 , 0.239116 , 0.229428 , 0.208813 , 0.247195 , 0.123312 , 0.259454 , 0.20573 , 0.208563 , 0.217288 , 0.273758 , 0.283337 , 0.275334 , 0.321822 , 0.236354 , 0.20884 , 0.149734 , 0.166946 , 0.134767 , 0.193047 , 0.216984 , 0.224899 , 0.212504 , 0.283495 , 0.246211 
 765 , 0.237371 , 0.363012 , 0.258969 , 0.317901 , 0.264962 , 0.177557 , 0.214204 , 0.22572 , 0.189923 , 0.201714 , 0.333354 , 0.320113 , 0.292911 , 0.336757 , 0.31426 , 0.143004 , 0.166615 , 0.143935 , 0.238047 , 0.138331 , 0.209482 , 0.288605 , 0.235981 , 0.300765 , 0.279334 , 0.374149 , 0.373133 , 0.352475 , 0.369806 , 0.346769 , 0.275283 , 0.265292 , 0.131559 , 0.140576 , 0.148495 , 0.275245 , 0.239908 , 0.229998 , 0.209574 , 0.248513 , 0.123781 , 0.260132 , 0.206382 , 0.209703 , 0.217969 , 0.275023 , 0.284229 , 0.275954 , 0.32292 , 0.237452 , 0.20946 , 0.150339 , 0.167708 , 0.135426 , 0.193887 , 0.21786 , 0.22559 , 0.213144 , 0.284505 , 0.24708 
 766 , 0.237988 , 0.36474 , 0.259597 , 0.318643 , 0.266231 , 0.178291 , 0.215013 , 0.226607 , 0.190709 , 0.202459 , 0.334425 , 0.320965 , 0.293753 , 0.337919 , 0.31496 , 0.143472 , 0.167603 , 0.144329 , 0.238818 , 0.138872 , 0.210125 , 0.289972 , 0.236654 , 0.30214 , 0.28031 , 0.375379 , 0.374278 , 0.353727 , 0.370914 , 0.348026 , 0.276121 , 0.265966 , 0.131928 , 0.141205 , 0.149125 , 0.276344 , 0.240658 , 0.230567 , 0.210293 , 0.249793 , 0.124224 , 0.26079 , 0.207011 , 0.210798 , 0.218632 , 0.276268 , 0.285089 , 0.276577 , 0.323976 , 0.238477 , 0.21006 , 0.150894 , 0.168439 , 0.136045 , 0.194685 , 0.218686 , 0.226221 , 0.213744 , 0.285436 , 0.247911 
 767 , 0.238565 , 0.366316 , 0.2602 , 0.319356 , 0.267406 , 0.178978 , 0.215765 , 0.22744 , 0.191442 , 0.203149 , 0.335423 , 0.321778 , 0.294538 , 0.338988 , 0.315628 , 0.143916 , 0.168517 , 0.144694 , 0.239539 , 0.139371 , 0.210709 , 0.291234 , 0.237297 , 0.303409 , 0.281236 , 0.376527 , 0.375346 , 0.354897 , 0.371944 , 0.349199 , 0.276898 , 0.266589 , 0.132269 , 0.141788 , 0.149713 , 0.277355 , 0.241357 , 0.231097 , 0.210959 , 0.250974 , 0.124638 , 0.261413 , 0.207612 , 0.211814 , 0.219254 , 0.277426 , 0.285895 , 0.277159 , 0.324957 , 0.239425 , 0.210627 , 0.1514 , 0.169127 , 0.136628 , 0.195426 , 0.219461 , 0.226809 , 0.214307 , 0.286308 , 0.248683 
 768 , 0.239024 , 0.367433 , 0.260887 , 0.320135 , 0.268326 , 0.1796 , 0.216406 , 0.228205 , 0.192099 , 0.203749 , 0.336299 , 0.322602 , 0.295215 , 0.339832 , 0.316367 , 0.144342 , 0.169235 , 0.145004 , 0.240211 , 0.139824 , 0.211183 , 0.292218 , 0.237974 , 0.304404 , 0.282175 , 0.37753 , 0.37625 , 0.355951 , 0.372793 , 0.350197 , 0.277515 , 0.267177 , 0.132538 , 0.142291 , 0.150206 , 0.278171 , 0.241983 , 0.231596 , 0.211555 , 0.251845 , 0.124968 , 0.26203 , 0.208229 , 0.212654 , 0.219803 , 0.278379 , 0.286649 , 0.277717 , 0.325818 , 0.240184 , 0.211183 , 0.151814 , 0.16976 , 0.137144 , 0.196042 , 0.22017 , 0.227308 , 0.214815 , 0.287081 , 0.249291 
 769 , 0.23949 , 0.368505 , 0.261543 , 0.320892 , 0.269206 , 0.180196 , 0.217021 , 0.228944 , 0.192738 , 0.204348 , 0.337156 , 0.323364 , 0.295874 , 0.340686 , 0.317055 , 0.144752 , 0.169918 , 0.145306 , 0.240872 , 0.140263 , 0.211655 , 0.293204 , 0.238652 , 0.305368 , 0.283075 , 0.378531 , 0.377149 , 0.35701 , 0.373647 , 0.351178 , 0.278141 , 0.267781 , 0.132813 , 0.142768 , 0.150683 , 0.278969 , 0.242615 , 0.232074 , 0.212154 , 0.252679 , 0.125287 , 0.262628 , 0.208837 , 0.213464 , 0.220332 , 0.27927 , 0.287427 , 0.278262 , 0.326686 , 0.240949 , 0.211726 , 0.152246 , 0.170373 , 0.137637 , 0.196663 , 0.22088 , 0.227826 , 0.215333 , 0.287849 , 0.249856 
 770 , 0.239933 , 0.369532 , 0.262169 , 0.321618 , 0.270051 , 0.180759 , 0.217605 , 0.229645 , 0.193349 , 0.204927 , 0.337981 , 0.3241 , 0.296504 , 0.341502 , 0.317718 , 0.145143 , 0.170575 , 0.145594 , 0.24151 , 0.140683 , 0.212112 , 0.294153 , 0.239291 , 0.306287 , 0.283931 , 0.37949 , 0.378013 , 0.358024 , 0.374464 , 0.352114 , 0.278735 , 0.268359 , 0.13307 , 0.143226 , 0.151141 , 0.27974 , 0.243218 , 0.232535 , 0.212722 , 0.253479 , 0.125594 , 0.263196 , 0.209415 , 0.214232 , 0.22084 , 0.280125 , 0.288172 , 0.278784 , 0.327512 , 0.24168 , 0.212249 , 0.152652 , 0.170965 , 0.138101 , 0.197259 , 0.221565 , 0.228316 , 0.215836 , 0.288584 , 0.250392 
 771 , 0.240354 , 0.370223 , 0.262723 , 0.322195 , 0.270688 , 0.181181 , 0.218125 , 0.230198 , 0.193878 , 0.205373 , 0.338761 , 0.324719 , 0.297064 , 0.342263 , 0.318265 , 0.145583 , 0.171065 , 0.14595 , 0.242083 , 0.141042 , 0.212622 , 0.294746 , 0.239871 , 0.30697 , 0.284563 , 0.380245 , 0.3787 , 0.358761 , 0.375165 , 0.352835 , 0.279215 , 0.268848 , 0.133382 , 0.143604 , 0.151587 , 0.280349 , 0.243706 , 0.232939 , 0.213272 , 0.254084 , 0.125916 , 0.263684 , 0.209981 , 0.214856 , 0.221382 , 0.280794 , 0.288882 , 0.279299 , 0.328171 , 0.242216 , 0.212733 , 0.153093 , 0.171582 , 0.138529 , 0.197774 , 0.222122 , 0.22877 , 0.216279 , 0.289149 , 0.250882 
 772 , 0.240749 , 0.370847 , 0.263233 , 0.322719 , 0.271288 , 0.181568 , 0.218671 , 0.230732 , 0.194376 , 0.205763 , 0.339555 , 0.325377 , 0.29765 , 0.342959 , 0.318859 , 0.146042 , 0.171529 , 0.146338 , 0.242615 , 0.141391 , 0.2132 , 0.295288 , 0.240448 , 0.307661 , 0.28516 , 0.380958 , 0.379281 , 0.359454 , 0.375866 , 0.353521 , 0.279706 , 0.269277 , 0.133719 , 0.14397 , 0.152053 , 0.280932 , 0.244136 , 0.233339 , 0.213819 , 0.254659 , 0.126243 , 0.264163 , 0.210548 , 0.215434 , 0.221919 , 0.281428 , 0.28955 , 0.279767 , 0.328786 , 0.242721 , 0.213228 , 0.153524 , 0.172198 , 0.138984 , 0.198259 , 0.222649 , 0.229228 , 0.216715 , 0.289695 , 0.251417 
 773 , 0.241139 , 0.371462 , 0.263728 , 0.323236 , 0.271879 , 0.181948 , 0.219203 , 0.231263 , 0.194862 , 0.206139 , 0.340337 , 0.326028 , 0.29823 , 0.343642 , 0.31944 , 0.146497 , 0.171983 , 0.146714 , 0.243132 , 0.141734 , 0.213766 , 0.295824 , 0.241011 , 0.308347 , 0.285752 , 0.381662 , 0.379853 , 0.360134 , 0.376553 , 0.354199 , 0.280186 , 0.269696 , 0.134052 , 0.144331 , 0.152515 , 0.281504 , 0.244561 , 0.23373 , 0.214352 , 0.255219 , 0.126571 , 0.264638 , 0.211103 , 0.216004 , 0.222447 , 0.282056 , 0.290202 , 0.280225 , 0.329394 , 0.24321 , 0.213715 , 0.153956 , 0.172798 , 0.139429 , 0.198736 , 0.223167 , 0.229677 , 0.217143 , 0.29023 , 0.251942 
 774 , 0.24149 , 0.372014 , 0.264184 , 0.323712 , 0.272432 , 0.182327 , 0.21969 , 0.231765 , 0.195295 , 0.206492 , 0.341039 , 0.32665 , 0.298771 , 0.344287 , 0.320015 , 0.146902 , 0.172399 , 0.147076 , 0.243648 , 0.14207 , 0.214285 , 0.296378 , 0.24158 , 0.308958 , 0.286309 , 0.382302 , 0.380392 , 0.360783 , 0.377184 , 0.354833 , 0.280612 , 0.2701 , 0.134373 , 0.144694 , 0.152937 , 0.281983 , 0.244946 , 0.234091 , 0.214847 , 0.255728 , 0.126906 , 0.265082 , 0.211639 , 0.216538 , 0.223028 , 0.282607 , 0.290821 , 0.280651 , 0.329948 , 0.24371 , 0.214139 , 0.154352 , 0.173236 , 0.139851 , 0.199171 , 0.223612 , 0.230101 , 0.217578 , 0.290703 , 0.252407 
 775 , 0.241757 , 0.372475 , 0.264584 , 0.324101 , 0.272911 , 0.182686 , 0.22008 , 0.232222 , 0.195685 , 0.206788 , 0.341596 , 0.327198 , 0.299242 , 0.344902 , 0.320541 , 0.147249 , 0.172745 , 0.147418 , 0.244132 , 0.142374 , 0.214721 , 0.296935 , 0.242146 , 0.309471 , 0.286841 , 0.382901 , 0.380915 , 0.361309 , 0.377693 , 0.355374 , 0.280912 , 0.270423 , 0.13465 , 0.145031 , 0.153297 , 0.282333 , 0.245294 , 0.234354 , 0.215268 , 0.256098 , 0.127231 , 0.265487 , 0.21212 , 0.216994 , 0.223646 , 0.283022 , 0.291372 , 0.28103 , 0.33042 , 0.244171 , 0.214467 , 0.154707 , 0.173478 , 0.140236 , 0.199549 , 0.223945 , 0.230462 , 0.217993 , 0.291112 , 0.252792 
 776 , 0.242009 , 0.372929 , 0.264983 , 0.324472 , 0.27337 , 0.183045 , 0.220465 , 0.232667 , 0.196072 , 0.207071 , 0.342139 , 0.327716 , 0.299701 , 0.345525 , 0.321047 , 0.147598 , 0.173082 , 0.147757 , 0.244609 , 0.14267 , 0.215147 , 0.297474 , 0.242704 , 0.309976 , 0.28738 , 0.383498 , 0.381446 , 0.361796 , 0.378185 , 0.355895 , 0.281175 , 0.270731 , 0.134927 , 0.145366 , 0.153646 , 0.282673 , 0.245649 , 0.234588 , 0.215672 , 0.256449 , 0.127546 , 0.265882 , 0.212587 , 0.217441 , 0.224257 , 0.283419 , 0.291907 , 0.281407 , 0.330881 , 0.24462 , 0.214785 , 0.155059 , 0.17372 , 0.140602 , 0.199927 , 0.224263 , 0.230813 , 0.218396 , 0.291517 , 0.253171 
 777 , 0.242256 , 0.373371 , 0.265387 , 0.324849 , 0.273828 , 0.1834 , 0.220847 , 0.233101 , 0.196458 , 0.207358 , 0.342683 , 0.328231 , 0.300154 , 0.346139 , 0.321557 , 0.147936 , 0.173423 , 0.148094 , 0.245071 , 0.142962 , 0.215567 , 0.298007 , 0.243247 , 0.310465 , 0.2879 , 0.384101 , 0.381977 , 0.362284 , 0.378663 , 0.35641 , 0.281436 , 0.271029 , 0.135206 , 0.145687 , 0.153997 , 0.283011 , 0.246006 , 0.234834 , 0.216082 , 0.256793 , 0.127858 , 0.266259 , 0.21304 , 0.217878 , 0.224818 , 0.283833 , 0.292438 , 0.281787 , 0.331318 , 0.245054 , 0.215114 , 0.155408 , 0.173984 , 0.140979 , 0.200288 , 0.224575 , 0.231169 , 0.21879 , 0.291906 , 0.253541 
