MAY31WSG100004.spu,MAY31WSG100003.spu,
Wavelength,MAY31WSG100005.spu,MAY31WSG100006.spu,MAY31WSG100007.spu,MAY31WSG100008.spu,MAY31WSG100009.spu,MAY31WSG100010.spu,MAY31WSG100011.spu,MAY31WSG100012.spu,MAY31WSG100013.spu,MAY31WSG100014.spu,MAY31WSG100015.spu,MAY31WSG100016.spu,MAY31WSG100017.spu,MAY31WSG100018.spu,MAY31WSG100019.spu,MAY31WSG100020.spu,MAY31WSG100021.spu,MAY31WSG100022.spu,MAY31WSG100023.spu,MAY31WSG100024.spu,MAY31WSG100025.spu,MAY31WSG100026.spu,MAY31WSG100027.spu,MAY31WSG100028.spu,MAY31WSG100029.spu
  (nm),5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 ,5/31/2016 
  time  ,:24:01 A,:24:17 A,:24:22 A,:24:29 A,:24:38 A,:25:10 A,:25:20 A,:25:26 A,:25:31 A,:25:39 A,:26:32 A,:26:38 A,:26:44 A,:27:00 A,:27:08 A,:28:01 A,:28:07 A,:28:17 A,:28:23 A,:28:33 A,:29:23 A,:29:30 A,:29:36 A,:29:41 A,:29:50 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,
 902 , 0.315925 , 0.31489 , 0.26445 , 0.347741 , 0.231372 , 0.260175 , 0.262674 , 0.235292 , 0.240718 , 0.19797 , 0.30841 , 0.335082 , 0.390195 , 0.293693 , 0.292934 , 0.145178 , 0.213734 , 0.132899 , 0.179811 , 0.169608 , 0.306867 , 0.265301 , 0.32366 , 0.185966 , 0.292187 
 903 , 0.316544 , 0.315293 , 0.264842 , 0.348374 , 0.231209 , 0.260674 , 0.263358 , 0.235708 , 0.240998 , 0.198116 , 0.308698 , 0.335913 , 0.390698 , 0.293803 , 0.292694 , 0.145201 , 0.214519 , 0.13323 , 0.180041 , 0.169749 , 0.307055 , 0.26554 , 0.324255 , 0.186219 , 0.292651 
 904 , 0.317073 , 0.315589 , 0.264986 , 0.349124 , 0.231182 , 0.261259 , 0.26395 , 0.236135 , 0.240813 , 0.198481 , 0.309133 , 0.336777 , 0.391223 , 0.294162 , 0.293212 , 0.145916 , 0.215267 , 0.133477 , 0.180359 , 0.169795 , 0.307116 , 0.265961 , 0.324718 , 0.186606 , 0.29312 
 905 , 0.317435 , 0.31608 , 0.265185 , 0.349736 , 0.231252 , 0.261836 , 0.264676 , 0.236441 , 0.240758 , 0.199098 , 0.310039 , 0.337434 , 0.392334 , 0.294873 , 0.294573 , 0.146744 , 0.216172 , 0.133693 , 0.180805 , 0.169913 , 0.307365 , 0.266614 , 0.325199 , 0.187023 , 0.293714 
 906 , 0.317807 , 0.316586 , 0.265391 , 0.350365 , 0.231319 , 0.262434 , 0.265428 , 0.236754 , 0.240705 , 0.199731 , 0.310973 , 0.338113 , 0.393474 , 0.295605 , 0.295973 , 0.147597 , 0.217098 , 0.133917 , 0.181259 , 0.170038 , 0.307623 , 0.267287 , 0.325697 , 0.187449 , 0.294323 
 907 , 0.317804 , 0.31749 , 0.26562 , 0.350539 , 0.232178 , 0.262802 , 0.265774 , 0.237422 , 0.241119 , 0.199983 , 0.311866 , 0.338166 , 0.394642 , 0.296078 , 0.297355 , 0.148094 , 0.217588 , 0.134272 , 0.181549 , 0.170471 , 0.308022 , 0.267702 , 0.326044 , 0.187849 , 0.294868 
 908 , 0.318307 , 0.3184 , 0.265978 , 0.351042 , 0.233311 , 0.263303 , 0.266076 , 0.238451 , 0.24158 , 0.199863 , 0.312602 , 0.338647 , 0.3952 , 0.296357 , 0.298263 , 0.148572 , 0.218069 , 0.134732 , 0.18178 , 0.170965 , 0.308341 , 0.268123 , 0.326614 , 0.188353 , 0.295392 
 909 , 0.318839 , 0.31935 , 0.266347 , 0.351567 , 0.234493 , 0.263823 , 0.26639 , 0.239523 , 0.242053 , 0.199745 , 0.313365 , 0.339149 , 0.395778 , 0.296644 , 0.299193 , 0.149064 , 0.21856 , 0.135212 , 0.182014 , 0.17148 , 0.308674 , 0.268564 , 0.327199 , 0.188885 , 0.29593 
 910 , 0.319524 , 0.320096 , 0.266956 , 0.35202 , 0.235407 , 0.264516 , 0.266815 , 0.240073 , 0.242668 , 0.200004 , 0.314108 , 0.339725 , 0.396497 , 0.297608 , 0.299907 , 0.149305 , 0.219104 , 0.135614 , 0.182256 , 0.171983 , 0.309141 , 0.268831 , 0.327928 , 0.189448 , 0.296335 
 911 , 0.320058 , 0.320439 , 0.267564 , 0.352247 , 0.235824 , 0.265211 , 0.267294 , 0.240266 , 0.243259 , 0.200515 , 0.314621 , 0.340364 , 0.397589 , 0.298966 , 0.300318 , 0.149409 , 0.219549 , 0.135936 , 0.182464 , 0.172425 , 0.30981 , 0.268959 , 0.328709 , 0.190033 , 0.296766 
 912 , 0.320485 , 0.320639 , 0.268126 , 0.352375 , 0.23607 , 0.265883 , 0.267782 , 0.240416 , 0.243822 , 0.20107 , 0.315039 , 0.341034 , 0.398846 , 0.300379 , 0.300637 , 0.149504 , 0.219947 , 0.136239 , 0.18266 , 0.172844 , 0.310558 , 0.269048 , 0.329491 , 0.190639 , 0.297256 
 913 , 0.320861 , 0.320604 , 0.268574 , 0.352681 , 0.236336 , 0.266394 , 0.268224 , 0.240671 , 0.24436 , 0.201686 , 0.315453 , 0.341759 , 0.399898 , 0.301584 , 0.301013 , 0.149681 , 0.22027 , 0.1365 , 0.182949 , 0.173164 , 0.31126 , 0.269157 , 0.330242 , 0.19109 , 0.297759 
 914 , 0.32115 , 0.320225 , 0.268817 , 0.353236 , 0.236719 , 0.266625 , 0.268584 , 0.240982 , 0.244779 , 0.202306 , 0.315846 , 0.34242 , 0.400387 , 0.302226 , 0.30154 , 0.149943 , 0.220428 , 0.13661 , 0.183364 , 0.173308 , 0.311663 , 0.269215 , 0.330802 , 0.191197 , 0.298177 
 915 , 0.321461 , 0.319966 , 0.269087 , 0.353751 , 0.237263 , 0.266888 , 0.268965 , 0.241117 , 0.245131 , 0.202805 , 0.316247 , 0.342857 , 0.40058 , 0.302578 , 0.302198 , 0.150143 , 0.220518 , 0.136602 , 0.183756 , 0.173463 , 0.311756 , 0.269155 , 0.331185 , 0.191164 , 0.298405 
 916 , 0.321803 , 0.319756 , 0.269383 , 0.354263 , 0.237757 , 0.267195 , 0.269426 , 0.241276 , 0.2455 , 0.20328 , 0.316654 , 0.343302 , 0.40081 , 0.302873 , 0.302818 , 0.150327 , 0.220647 , 0.13662 , 0.184148 , 0.173628 , 0.311817 , 0.26912 , 0.331569 , 0.191155 , 0.298655 
 917 , 0.322448 , 0.320293 , 0.269965 , 0.354658 , 0.237546 , 0.267883 , 0.270781 , 0.241746 , 0.246105 , 0.203513 , 0.317101 , 0.343821 , 0.401463 , 0.302518 , 0.302881 , 0.150243 , 0.221208 , 0.136901 , 0.184497 , 0.173875 , 0.311525 , 0.269412 , 0.331984 , 0.191386 , 0.299043 
 918 , 0.32298 , 0.321234 , 0.270577 , 0.355739 , 0.237436 , 0.268621 , 0.272095 , 0.242675 , 0.247016 , 0.204068 , 0.317705 , 0.344512 , 0.40232 , 0.302518 , 0.30293 , 0.150294 , 0.221985 , 0.137363 , 0.184928 , 0.174082 , 0.311815 , 0.269956 , 0.332836 , 0.191808 , 0.29988 
 919 , 0.323522 , 0.322186 , 0.271197 , 0.356845 , 0.23732 , 0.269375 , 0.273438 , 0.243619 , 0.247947 , 0.204637 , 0.318313 , 0.345214 , 0.403191 , 0.302513 , 0.302981 , 0.150348 , 0.222776 , 0.137837 , 0.185371 , 0.1743 , 0.312106 , 0.270514 , 0.333706 , 0.192249 , 0.30074 
 920 , 0.324085 , 0.32288 , 0.271469 , 0.358269 , 0.237608 , 0.269773 , 0.273898 , 0.244143 , 0.248317 , 0.204815 , 0.318935 , 0.345752 , 0.404002 , 0.302796 , 0.30348 , 0.150802 , 0.223407 , 0.138111 , 0.185514 , 0.174476 , 0.312605 , 0.270861 , 0.334577 , 0.192428 , 0.301287 
 921 , 0.324633 , 0.32328 , 0.27141 , 0.359029 , 0.237906 , 0.269889 , 0.274159 , 0.244284 , 0.24833 , 0.204795 , 0.319639 , 0.346067 , 0.404677 , 0.303262 , 0.304209 , 0.15131 , 0.223991 , 0.138336 , 0.18563 , 0.174726 , 0.312844 , 0.271111 , 0.335082 , 0.192501 , 0.301541 
 922 , 0.325183 , 0.323629 , 0.271268 , 0.359555 , 0.238181 , 0.269944 , 0.274451 , 0.244335 , 0.248273 , 0.204738 , 0.320402 , 0.346329 , 0.405332 , 0.303762 , 0.304997 , 0.151815 , 0.224599 , 0.138564 , 0.18577 , 0.175015 , 0.312974 , 0.271361 , 0.335469 , 0.192567 , 0.301733 
 923 , 0.325366 , 0.323891 , 0.270799 , 0.359506 , 0.23845 , 0.270036 , 0.274412 , 0.24437 , 0.248172 , 0.204619 , 0.320808 , 0.346191 , 0.405657 , 0.304132 , 0.305664 , 0.152019 , 0.22475 , 0.138495 , 0.185806 , 0.175107 , 0.312971 , 0.271543 , 0.335801 , 0.192545 , 0.301913 
 924 , 0.325307 , 0.324069 , 0.270071 , 0.359163 , 0.238781 , 0.27032 , 0.273977 , 0.244518 , 0.248002 , 0.204375 , 0.320808 , 0.345608 , 0.405885 , 0.304317 , 0.306199 , 0.151852 , 0.224332 , 0.138035 , 0.185657 , 0.174904 , 0.312849 , 0.271558 , 0.33615 , 0.192352 , 0.301987 
 925 , 0.325473 , 0.324277 , 0.269468 , 0.359269 , 0.239208 , 0.270811 , 0.273477 , 0.244829 , 0.247815 , 0.204056 , 0.320786 , 0.345022 , 0.406475 , 0.304492 , 0.306769 , 0.151658 , 0.223848 , 0.137481 , 0.185396 , 0.174621 , 0.312786 , 0.271438 , 0.336613 , 0.19204 , 0.301909 
 926 , 0.32552 , 0.324331 , 0.268904 , 0.359246 , 0.239546 , 0.271146 , 0.273009 , 0.245 , 0.247538 , 0.203739 , 0.320734 , 0.344426 , 0.40706 , 0.304706 , 0.307198 , 0.151338 , 0.223319 , 0.136897 , 0.185064 , 0.174323 , 0.31271 , 0.271294 , 0.33698 , 0.191681 , 0.301796 
 927 , 0.324849 , 0.323585 , 0.268737 , 0.358427 , 0.23926 , 0.270582 , 0.272922 , 0.24439 , 0.246952 , 0.203551 , 0.320475 , 0.344047 , 0.407336 , 0.305013 , 0.306747 , 0.150463 , 0.222781 , 0.136318 , 0.184484 , 0.17408 , 0.312575 , 0.271071 , 0.336681 , 0.191165 , 0.301565 
 928 , 0.32372 , 0.322621 , 0.26872 , 0.356928 , 0.238792 , 0.269898 , 0.27319 , 0.243818 , 0.246612 , 0.203418 , 0.320036 , 0.344172 , 0.407504 , 0.305343 , 0.306096 , 0.149576 , 0.222306 , 0.13578 , 0.183948 , 0.173896 , 0.312307 , 0.270834 , 0.33624 , 0.190663 , 0.301652 
 929 , 0.322437 , 0.321529 , 0.268699 , 0.355215 , 0.238261 , 0.269114 , 0.273492 , 0.243165 , 0.246229 , 0.203267 , 0.319537 , 0.344309 , 0.407697 , 0.305712 , 0.30535 , 0.148563 , 0.221766 , 0.135158 , 0.18334 , 0.173683 , 0.312003 , 0.270573 , 0.335749 , 0.190099 , 0.301754 
 930 , 0.321348 , 0.320222 , 0.268258 , 0.354542 , 0.238009 , 0.267852 , 0.273173 , 0.24274 , 0.245797 , 0.202713 , 0.318966 , 0.344621 , 0.407109 , 0.3057 , 0.304633 , 0.147869 , 0.221195 , 0.134171 , 0.182314 , 0.173119 , 0.311577 , 0.270136 , 0.335137 , 0.189716 , 0.301446 
 931 , 0.320505 , 0.318879 , 0.267519 , 0.354105 , 0.237807 , 0.266372 , 0.272227 , 0.242003 , 0.24517 , 0.202123 , 0.318132 , 0.344736 , 0.405426 , 0.305269 , 0.304325 , 0.147046 , 0.220159 , 0.13293 , 0.180999 , 0.172378 , 0.311156 , 0.269821 , 0.334306 , 0.189188 , 0.300621 
 932 , 0.319621 , 0.317377 , 0.26663 , 0.353631 , 0.237582 , 0.264669 , 0.27104 , 0.241096 , 0.244419 , 0.201452 , 0.317146 , 0.344806 , 0.403312 , 0.304701 , 0.304083 , 0.146079 , 0.218891 , 0.131495 , 0.179471 , 0.171515 , 0.310697 , 0.2695 , 0.333342 , 0.188566 , 0.299588 
 933 , 0.319227 , 0.317058 , 0.266374 , 0.353221 , 0.236879 , 0.264166 , 0.270977 , 0.240679 , 0.244169 , 0.200962 , 0.316262 , 0.345096 , 0.401995 , 0.303858 , 0.303741 , 0.145028 , 0.218267 , 0.130539 , 0.178433 , 0.171072 , 0.310092 , 0.2691 , 0.332388 , 0.187956 , 0.298957 
 934 , 0.318802 , 0.31771 , 0.266383 , 0.35319 , 0.235894 , 0.264583 , 0.271872 , 0.240636 , 0.244268 , 0.200663 , 0.315502 , 0.345193 , 0.401824 , 0.302884 , 0.302941 , 0.143968 , 0.218464 , 0.13001 , 0.177986 , 0.170998 , 0.309285 , 0.268585 , 0.331796 , 0.187483 , 0.29894 
 935 , 0.317857 , 0.318331 , 0.266107 , 0.35348 , 0.234957 , 0.264896 , 0.272818 , 0.240533 , 0.24427 , 0.200365 , 0.314697 , 0.344924 , 0.402057 , 0.301929 , 0.301673 , 0.142866 , 0.218908 , 0.129413 , 0.177644 , 0.170908 , 0.308339 , 0.268011 , 0.331502 , 0.187104 , 0.29918 
 936 , 0.317201 , 0.318905 , 0.265764 , 0.354069 , 0.234252 , 0.265094 , 0.273444 , 0.240349 , 0.244103 , 0.200142 , 0.314187 , 0.344742 , 0.402403 , 0.301221 , 0.300857 , 0.142212 , 0.219486 , 0.128857 , 0.177344 , 0.17066 , 0.307382 , 0.267456 , 0.331322 , 0.186761 , 0.299344 
 937 , 0.317611 , 0.319336 , 0.265401 , 0.355274 , 0.234301 , 0.264944 , 0.273096 , 0.239958 , 0.243521 , 0.200182 , 0.31476 , 0.344909 , 0.402921 , 0.301464 , 0.301539 , 0.142933 , 0.220348 , 0.12855 , 0.177178 , 0.170045 , 0.30669 , 0.267201 , 0.331551 , 0.186604 , 0.299338 
 938 , 0.318671 , 0.320103 , 0.265552 , 0.356081 , 0.234076 , 0.264858 , 0.272954 , 0.239533 , 0.243097 , 0.200155 , 0.316033 , 0.345384 , 0.403167 , 0.302224 , 0.302411 , 0.143591 , 0.221235 , 0.128281 , 0.176812 , 0.169623 , 0.306694 , 0.267459 , 0.332075 , 0.18662 , 0.299654 
 939 , 0.319765 , 0.320896 , 0.265711 , 0.356913 , 0.233851 , 0.264767 , 0.272813 , 0.23909 , 0.24266 , 0.200129 , 0.317358 , 0.345879 , 0.403421 , 0.30301 , 0.303322 , 0.144275 , 0.22216 , 0.128007 , 0.176434 , 0.169182 , 0.306705 , 0.267724 , 0.332612 , 0.186637 , 0.29999 
 940 , 0.320037 , 0.32051 , 0.265292 , 0.356741 , 0.233713 , 0.265155 , 0.272382 , 0.240037 , 0.24301 , 0.200075 , 0.317966 , 0.345187 , 0.403993 , 0.303371 , 0.30398 , 0.144863 , 0.221567 , 0.127917 , 0.17635 , 0.169328 , 0.30666 , 0.267655 , 0.332662 , 0.186803 , 0.30051 
 941 , 0.320819 , 0.319918 , 0.264835 , 0.356511 , 0.233802 , 0.265375 , 0.27147 , 0.241363 , 0.24268 , 0.199861 , 0.318184 , 0.344222 , 0.404425 , 0.302988 , 0.304106 , 0.145474 , 0.220717 , 0.127966 , 0.176215 , 0.169343 , 0.306262 , 0.267245 , 0.332126 , 0.186994 , 0.300832 
 942 , 0.321674 , 0.319296 , 0.264367 , 0.356273 , 0.233904 , 0.265572 , 0.270496 , 0.242746 , 0.242274 , 0.199634 , 0.318371 , 0.343208 , 0.404856 , 0.302518 , 0.304182 , 0.146102 , 0.219833 , 0.128026 , 0.176069 , 0.169332 , 0.305809 , 0.266789 , 0.331528 , 0.18719 , 0.301139 
 943 , 0.321953 , 0.319102 , 0.264921 , 0.355619 , 0.233897 , 0.26564 , 0.27037 , 0.242831 , 0.242087 , 0.199624 , 0.317831 , 0.343411 , 0.405088 , 0.303093 , 0.303955 , 0.145418 , 0.219228 , 0.127891 , 0.175928 , 0.169498 , 0.305704 , 0.266688 , 0.331408 , 0.187336 , 0.301184 
 944 , 0.321496 , 0.318829 , 0.266245 , 0.355039 , 0.233949 , 0.266146 , 0.271194 , 0.242527 , 0.242496 , 0.199668 , 0.316888 , 0.345028 , 0.405911 , 0.304204 , 0.304247 , 0.144163 , 0.219187 , 0.127664 , 0.176074 , 0.169897 , 0.306288 , 0.267181 , 0.33253 , 0.18766 , 0.301698 
 945 , 0.320728 , 0.318372 , 0.26778 , 0.354638 , 0.23408 , 0.266996 , 0.272404 , 0.242384 , 0.24326 , 0.199685 , 0.315892 , 0.347236 , 0.407201 , 0.305339 , 0.304984 , 0.142939 , 0.219437 , 0.127432 , 0.176421 , 0.170398 , 0.307241 , 0.267985 , 0.334352 , 0.188124 , 0.302641 
 946 , 0.32032 , 0.317859 , 0.268864 , 0.354965 , 0.234617 , 0.267372 , 0.273332 , 0.242498 , 0.244039 , 0.200004 , 0.31551 , 0.349178 , 0.407944 , 0.305982 , 0.305752 , 0.142077 , 0.220166 , 0.127346 , 0.176796 , 0.170748 , 0.308387 , 0.268789 , 0.335803 , 0.188325 , 0.303701 
 947 , 0.320663 , 0.317556 , 0.268898 , 0.356186 , 0.235545 , 0.266783 , 0.273611 , 0.242826 , 0.24478 , 0.200841 , 0.316198 , 0.350214 , 0.407381 , 0.305792 , 0.306462 , 0.14172 , 0.221244 , 0.127469 , 0.177014 , 0.170726 , 0.309451 , 0.269301 , 0.336248 , 0.188078 , 0.304657 
 948 , 0.321332 , 0.31795 , 0.268321 , 0.356687 , 0.235833 , 0.265807 , 0.273521 , 0.242609 , 0.24539 , 0.201737 , 0.317013 , 0.350264 , 0.405956 , 0.305594 , 0.306978 , 0.141111 , 0.221298 , 0.127551 , 0.176795 , 0.170478 , 0.309621 , 0.269183 , 0.33591 , 0.187786 , 0.304955 
 949 , 0.321943 , 0.318435 , 0.267811 , 0.357145 , 0.23598 , 0.265042 , 0.273585 , 0.242486 , 0.246013 , 0.202528 , 0.317839 , 0.350328 , 0.404709 , 0.305354 , 0.307421 , 0.140486 , 0.221408 , 0.127629 , 0.17657 , 0.170275 , 0.309774 , 0.269046 , 0.335626 , 0.187578 , 0.305229 
 950 , 0.321846 , 0.319853 , 0.268172 , 0.35706 , 0.234513 , 0.266748 , 0.275372 , 0.243366 , 0.246622 , 0.201949 , 0.318726 , 0.350429 , 0.405546 , 0.304636 , 0.306995 , 0.139788 , 0.222125 , 0.127623 , 0.176202 , 0.170562 , 0.309663 , 0.26876 , 0.335998 , 0.188255 , 0.305224 
 951 , 0.320663 , 0.320427 , 0.269183 , 0.35838 , 0.233958 , 0.26878 , 0.277032 , 0.244212 , 0.247157 , 0.201573 , 0.319163 , 0.350141 , 0.407268 , 0.303838 , 0.305499 , 0.139511 , 0.224021 , 0.127465 , 0.175951 , 0.170973 , 0.310328 , 0.269059 , 0.336459 , 0.188579 , 0.305388 
 952 , 0.319464 , 0.320991 , 0.270208 , 0.359725 , 0.233412 , 0.270822 , 0.278688 , 0.245052 , 0.247691 , 0.201203 , 0.319588 , 0.349841 , 0.409006 , 0.303037 , 0.303993 , 0.139239 , 0.225943 , 0.1273 , 0.175706 , 0.171379 , 0.310996 , 0.269364 , 0.336928 , 0.188898 , 0.305551 
 953 , 0.319516 , 0.321808 , 0.270684 , 0.36084 , 0.234081 , 0.272382 , 0.279778 , 0.245733 , 0.247126 , 0.202042 , 0.320638 , 0.349789 , 0.410347 , 0.303776 , 0.303918 , 0.139985 , 0.227304 , 0.12772 , 0.175839 , 0.171627 , 0.311278 , 0.269532 , 0.337505 , 0.189089 , 0.305721 
 954 , 0.32077 , 0.323255 , 0.270667 , 0.361265 , 0.235031 , 0.273524 , 0.280956 , 0.24687 , 0.246691 , 0.203276 , 0.322834 , 0.350988 , 0.411269 , 0.30549 , 0.305118 , 0.141036 , 0.228529 , 0.12836 , 0.176436 , 0.17193 , 0.311633 , 0.269861 , 0.338516 , 0.189658 , 0.306321 
 955 , 0.322407 , 0.324949 , 0.270495 , 0.361402 , 0.235962 , 0.274534 , 0.282251 , 0.248246 , 0.246444 , 0.204535 , 0.325458 , 0.352716 , 0.412053 , 0.307452 , 0.306713 , 0.142098 , 0.229767 , 0.129031 , 0.177197 , 0.172282 , 0.312068 , 0.270278 , 0.339711 , 0.1904 , 0.307104 
 956 , 0.323561 , 0.326148 , 0.269822 , 0.361211 , 0.236909 , 0.275113 , 0.283139 , 0.249511 , 0.247341 , 0.205477 , 0.326937 , 0.353769 , 0.412974 , 0.308877 , 0.308317 , 0.14289 , 0.230208 , 0.129406 , 0.178122 , 0.172583 , 0.312651 , 0.270636 , 0.340764 , 0.190947 , 0.307776 
 957 , 0.324218 , 0.326679 , 0.268956 , 0.360534 , 0.237785 , 0.275319 , 0.28341 , 0.250468 , 0.249076 , 0.205795 , 0.326816 , 0.353835 , 0.41405 , 0.309745 , 0.309522 , 0.143274 , 0.229452 , 0.129528 , 0.179074 , 0.172804 , 0.313312 , 0.270789 , 0.341568 , 0.19121 , 0.308111 
 958 , 0.324881 , 0.32694 , 0.268602 , 0.359623 , 0.238519 , 0.275642 , 0.283367 , 0.251113 , 0.250218 , 0.205637 , 0.326032 , 0.353447 , 0.415155 , 0.310608 , 0.310042 , 0.143425 , 0.22812 , 0.12973 , 0.17979 , 0.172973 , 0.313873 , 0.270723 , 0.34219 , 0.191351 , 0.308095 
 959 , 0.325593 , 0.327303 , 0.268669 , 0.358788 , 0.239275 , 0.275908 , 0.283078 , 0.251513 , 0.251339 , 0.205614 , 0.325438 , 0.353415 , 0.416128 , 0.311577 , 0.310346 , 0.143392 , 0.227111 , 0.129948 , 0.180448 , 0.173278 , 0.314375 , 0.270722 , 0.342719 , 0.191604 , 0.308144 
 960 , 0.326549 , 0.328104 , 0.270451 , 0.358356 , 0.240174 , 0.275952 , 0.281844 , 0.250929 , 0.25246 , 0.206211 , 0.325614 , 0.354905 , 0.416667 , 0.312969 , 0.309822 , 0.142604 , 0.227449 , 0.130282 , 0.180959 , 0.174132 , 0.314667 , 0.27099 , 0.342874 , 0.192383 , 0.308471 
 961 , 0.327434 , 0.328843 , 0.271606 , 0.35918 , 0.240953 , 0.275987 , 0.281653 , 0.250583 , 0.254164 , 0.207439 , 0.325697 , 0.356524 , 0.417775 , 0.313516 , 0.309452 , 0.142036 , 0.228276 , 0.130507 , 0.181656 , 0.175023 , 0.314782 , 0.271278 , 0.34322 , 0.193434 , 0.309086 
 962 , 0.328296 , 0.329564 , 0.272736 , 0.359985 , 0.241718 , 0.276017 , 0.281462 , 0.250238 , 0.255832 , 0.208643 , 0.325773 , 0.358115 , 0.418864 , 0.314046 , 0.309093 , 0.141486 , 0.229083 , 0.130734 , 0.182336 , 0.175897 , 0.314897 , 0.271561 , 0.34356 , 0.194467 , 0.309683 
 963 , 0.329885 , 0.329163 , 0.273972 , 0.362201 , 0.242545 , 0.276049 , 0.283003 , 0.251638 , 0.257329 , 0.209987 , 0.326918 , 0.359937 , 0.419594 , 0.314373 , 0.309429 , 0.142605 , 0.229528 , 0.132063 , 0.183262 , 0.176482 , 0.314958 , 0.272305 , 0.344818 , 0.195508 , 0.310362 
 964 , 0.330419 , 0.328621 , 0.275223 , 0.364005 , 0.243727 , 0.276137 , 0.28446 , 0.252996 , 0.258333 , 0.211236 , 0.328242 , 0.36133 , 0.41973 , 0.314936 , 0.310488 , 0.143829 , 0.229706 , 0.133297 , 0.183915 , 0.176736 , 0.315104 , 0.272915 , 0.345859 , 0.196101 , 0.311091 
 965 , 0.330632 , 0.328088 , 0.276446 , 0.365614 , 0.244991 , 0.27624 , 0.285827 , 0.254255 , 0.259182 , 0.212436 , 0.329556 , 0.362578 , 0.419708 , 0.315565 , 0.311714 , 0.145004 , 0.22983 , 0.134447 , 0.184477 , 0.176906 , 0.315272 , 0.273459 , 0.346795 , 0.196565 , 0.311819 
 966 , 0.330191 , 0.328623 , 0.276836 , 0.366955 , 0.244957 , 0.277329 , 0.287299 , 0.255233 , 0.259625 , 0.212823 , 0.330166 , 0.363025 , 0.420585 , 0.315367 , 0.312568 , 0.145517 , 0.23062 , 0.134598 , 0.184799 , 0.177059 , 0.315592 , 0.274006 , 0.347458 , 0.196362 , 0.312406 
 967 , 0.330181 , 0.330074 , 0.276699 , 0.368733 , 0.244033 , 0.279027 , 0.288585 , 0.25607 , 0.260037 , 0.212667 , 0.330225 , 0.363016 , 0.422027 , 0.314573 , 0.31296 , 0.145711 , 0.232185 , 0.134377 , 0.185179 , 0.177498 , 0.316148 , 0.274923 , 0.348017 , 0.195848 , 0.31296 
 968 , 0.331128 , 0.331763 , 0.276558 , 0.371183 , 0.243082 , 0.280646 , 0.28957 , 0.256924 , 0.260698 , 0.212486 , 0.330178 , 0.36307 , 0.423425 , 0.313707 , 0.313097 , 0.146018 , 0.23412 , 0.134459 , 0.185789 , 0.178243 , 0.316858 , 0.276219 , 0.348637 , 0.195468 , 0.313588 
 969 , 0.332463 , 0.333202 , 0.276403 , 0.373245 , 0.242571 , 0.281881 , 0.290214 , 0.257582 , 0.260842 , 0.212434 , 0.33034 , 0.363111 , 0.424622 , 0.313496 , 0.313433 , 0.146589 , 0.235798 , 0.134629 , 0.186303 , 0.178886 , 0.317401 , 0.277364 , 0.349091 , 0.195281 , 0.314343 
 970 , 0.334394 , 0.333916 , 0.276142 , 0.374095 , 0.242984 , 0.282207 , 0.290074 , 0.257751 , 0.259636 , 0.212647 , 0.331139 , 0.363106 , 0.425339 , 0.314926 , 0.314149 , 0.147757 , 0.236804 , 0.134921 , 0.18649 , 0.179215 , 0.317429 , 0.278009 , 0.34918 , 0.195517 , 0.315359 
 971 , 0.33479 , 0.333779 , 0.275642 , 0.373254 , 0.242943 , 0.282405 , 0.289919 , 0.257786 , 0.257831 , 0.212705 , 0.332629 , 0.363039 , 0.425944 , 0.316985 , 0.314347 , 0.148688 , 0.237362 , 0.13476 , 0.186236 , 0.179148 , 0.316814 , 0.277892 , 0.349359 , 0.195739 , 0.316184 
 972 , 0.335166 , 0.333638 , 0.275124 , 0.372399 , 0.242909 , 0.282596 , 0.289757 , 0.257814 , 0.256038 , 0.212761 , 0.334133 , 0.362974 , 0.426543 , 0.319055 , 0.314546 , 0.149611 , 0.237904 , 0.134597 , 0.185981 , 0.179092 , 0.316201 , 0.277769 , 0.349546 , 0.195971 , 0.317007 
 973 , 0.333725 , 0.332829 , 0.273994 , 0.370925 , 0.243254 , 0.282412 , 0.289189 , 0.257534 , 0.256173 , 0.212845 , 0.334317 , 0.362011 , 0.426307 , 0.319993 , 0.314792 , 0.149109 , 0.236757 , 0.134092 , 0.185596 , 0.179168 , 0.316477 , 0.277453 , 0.350186 , 0.196442 , 0.317157 
 974 , 0.333823 , 0.33259 , 0.273497 , 0.370072 , 0.24389 , 0.282701 , 0.288853 , 0.257664 , 0.257003 , 0.213222 , 0.333937 , 0.361275 , 0.426113 , 0.320418 , 0.316229 , 0.148682 , 0.235519 , 0.133821 , 0.1857 , 0.17956 , 0.317271 , 0.277501 , 0.350933 , 0.196887 , 0.317335 
