JUL2MAT00005.spu,JUL2MAT00004.spu,
Wavelength,JUL2MAT00006.spu,JUL2MAT00007.spu,JUL2MAT00008.spu,JUL2MAT00009.spu,JUL2MAT00010.spu,JUL2MAT00011.spu,JUL2MAT00012.spu,JUL2MAT00013.spu,JUL2MAT00014.spu,JUL2MAT00015.spu,JUL2MAT00016.spu,JUL2MAT00017.spu,JUL2MAT00018.spu,JUL2MAT00019.spu,JUL2MAT00020.spu,JUL2MAT00021.spu,JUL2MAT00022.spu,JUL2MAT00023.spu,JUL2MAT00024.spu,JUL2MAT00025.spu,JUL2MAT00026.spu,JUL2MAT00027.spu,JUL2MAT00028.spu,JUL2MAT00029.spu,JUL2MAT00030.spu,JUL2MAT00031.spu,JUL2MAT00032.spu,JUL2MAT00033.spu,JUL2MAT00034.spu,JUL2MAT00035.spu,JUL2MAT00036.spu,JUL2MAT00037.spu,JUL2MAT00038.spu,JUL2MAT00039.spu,JUL2MAT00040.spu,JUL2MAT00041.spu,JUL2MAT00042.spu,JUL2MAT00043.spu,JUL2MAT00044.spu,JUL2MAT00045.spu,JUL2MAT00046.spu,JUL2MAT00047.spu,JUL2MAT00048.spu,JUL2MAT00049.spu,JUL2MAT00050.spu,JUL2MAT00051.spu,JUL2MAT00052.spu,JUL2MAT00053.spu,JUL2MAT00054.spu,JUL2MAT00055.spu,JUL2MAT00056.spu,JUL2MAT00057.spu,JUL2MAT00058.spu,JUL2MAT00059.spu,JUL2MAT00060.spu,JUL2MAT00061.spu,JUL2MAT00062.spu,JUL2MAT00063.spu,JUL2MAT00064.spu,JUL2MAT00065.spu,JUL2MAT00066.spu,JUL2MAT00067.spu,JUL2MAT00068.spu,JUL2MAT00069.spu,JUL2MAT00070.spu,JUL2MAT00071.spu,JUL2MAT00072.spu,JUL2MAT00073.spu,JUL2MAT00074.spu,JUL2MAT00075.spu,JUL2MAT00076.spu,JUL2MAT00077.spu,JUL2MAT00078.spu,JUL2MAT00079.spu,JUL2MAT00080.spu,JUL2MAT00081.spu,JUL2MAT00082.spu,JUL2MAT00083.spu,JUL2MAT00084.spu,JUL2MAT00085.spu
 765 , 0.380763 , 0.320131 , 0.295586 , 0.293079 , 0.225907 , 0.286169 , 0.287101 , 0.298392 , 0.341651 , 0.35497 , 0.221444 , 0.138627 , 0.242278 , 0.304033 , 0.266567 , 0.222578 , 0.152654 , 0.160774 , 0.165433 , 0.177112 , 0.44315 , 0.386267 , 0.303984 , 0.340109 , 0.282779 , 0.365689 , 0.252916 , 0.252997 , 0.306681 , 0.342866 , 0.363444 , 0.341341 , 0.344883 , 0.375787 , 0.313455 , 0.339749 , 0.187831 , 0.171488 , 0.141815 , 0.374305 , 0.321749 , 0.37521 , 0.230354 , 0.265777 , 0.31576 , 0.298725 , 0.348087 , 0.375738 , 0.417411 , 0.223466 , 0.290834 , 0.236986 , 0.360828 , 0.334131 , 0.299041 , 0.250894 , 0.222289 , 0.228147 , 0.297662 , 0.354207 , 0.19964 , 0.214643 , 0.172676 , 0.174262 , 0.337264 , 0.382354 , 0.214223 , 0.333117 , 0.259466 , 0.479569 , 0.364954 , 0.33867 , 0.380234 , 0.317482 , 0.287826 , 0.269711 , 0.224496 , 0.265166 , 0.331144 , 0.332191 
 766 , 0.381904 , 0.321103 , 0.295971 , 0.293747 , 0.226064 , 0.287554 , 0.288013 , 0.299387 , 0.343398 , 0.35627 , 0.222041 , 0.138912 , 0.243423 , 0.305083 , 0.267041 , 0.223823 , 0.153052 , 0.161142 , 0.166006 , 0.176921 , 0.44511 , 0.387927 , 0.305241 , 0.341774 , 0.283088 , 0.366709 , 0.253601 , 0.253267 , 0.307952 , 0.344015 , 0.364638 , 0.342643 , 0.346305 , 0.377056 , 0.314358 , 0.340872 , 0.188164 , 0.172029 , 0.141968 , 0.376077 , 0.322431 , 0.376848 , 0.229917 , 0.266582 , 0.316397 , 0.300404 , 0.348951 , 0.377225 , 0.418568 , 0.224397 , 0.291948 , 0.237531 , 0.362019 , 0.335024 , 0.300114 , 0.251119 , 0.222222 , 0.228775 , 0.298835 , 0.354881 , 0.200457 , 0.214887 , 0.172953 , 0.174872 , 0.33838 , 0.383648 , 0.213859 , 0.333641 , 0.25981 , 0.481315 , 0.366091 , 0.339369 , 0.381499 , 0.317878 , 0.288275 , 0.270452 , 0.224785 , 0.265664 , 0.331909 , 0.332996 
 767 , 0.382973 , 0.321992 , 0.29634 , 0.294355 , 0.226224 , 0.288834 , 0.28885 , 0.300316 , 0.345022 , 0.357459 , 0.222588 , 0.139186 , 0.244489 , 0.306062 , 0.267481 , 0.224957 , 0.153421 , 0.161492 , 0.166553 , 0.176742 , 0.446926 , 0.38946 , 0.306402 , 0.343311 , 0.283389 , 0.367669 , 0.254233 , 0.25352 , 0.309122 , 0.345072 , 0.365739 , 0.343849 , 0.34761 , 0.37823 , 0.315181 , 0.341919 , 0.188471 , 0.172536 , 0.142119 , 0.37772 , 0.323067 , 0.378345 , 0.229547 , 0.267333 , 0.316985 , 0.301955 , 0.34976 , 0.378603 , 0.419657 , 0.225253 , 0.292979 , 0.238046 , 0.363117 , 0.335848 , 0.301111 , 0.251338 , 0.222177 , 0.229366 , 0.299921 , 0.355501 , 0.201214 , 0.215114 , 0.173221 , 0.175447 , 0.339407 , 0.384837 , 0.21353 , 0.334132 , 0.260133 , 0.482914 , 0.367148 , 0.340027 , 0.38266 , 0.318263 , 0.288702 , 0.271144 , 0.225056 , 0.266127 , 0.332613 , 0.333737 
 768 , 0.383953 , 0.322669 , 0.296711 , 0.294815 , 0.226484 , 0.289856 , 0.289553 , 0.301125 , 0.346369 , 0.358408 , 0.223013 , 0.139528 , 0.245422 , 0.306954 , 0.267871 , 0.225746 , 0.1537 , 0.161894 , 0.167178 , 0.176612 , 0.448384 , 0.39061 , 0.307329 , 0.344506 , 0.283751 , 0.368597 , 0.254729 , 0.253737 , 0.309957 , 0.345895 , 0.366635 , 0.344815 , 0.348606 , 0.37922 , 0.31582 , 0.342776 , 0.188745 , 0.172991 , 0.142316 , 0.379088 , 0.323661 , 0.379452 , 0.229542 , 0.267959 , 0.317462 , 0.303141 , 0.350457 , 0.379705 , 0.420668 , 0.225834 , 0.293818 , 0.238573 , 0.363962 , 0.336516 , 0.301935 , 0.251643 , 0.222285 , 0.229884 , 0.300755 , 0.356039 , 0.201826 , 0.215337 , 0.173493 , 0.176005 , 0.340258 , 0.385717 , 0.213337 , 0.334654 , 0.260443 , 0.484073 , 0.367974 , 0.340632 , 0.38359 , 0.318757 , 0.289157 , 0.271811 , 0.225343 , 0.266559 , 0.333172 , 0.334367 
 769 , 0.384906 , 0.323348 , 0.29708 , 0.295258 , 0.226797 , 0.290879 , 0.29031 , 0.301895 , 0.347711 , 0.359428 , 0.223451 , 0.139854 , 0.246339 , 0.307793 , 0.26825 , 0.226499 , 0.153968 , 0.162279 , 0.167801 , 0.176509 , 0.449756 , 0.391638 , 0.308256 , 0.345679 , 0.284142 , 0.369495 , 0.255224 , 0.25397 , 0.310719 , 0.346656 , 0.367545 , 0.345745 , 0.349649 , 0.380218 , 0.31649 , 0.343575 , 0.189032 , 0.173444 , 0.142516 , 0.380423 , 0.324292 , 0.38055 , 0.229591 , 0.268587 , 0.31792 , 0.304314 , 0.351145 , 0.380793 , 0.421688 , 0.226339 , 0.294639 , 0.239116 , 0.364795 , 0.337202 , 0.302746 , 0.25196 , 0.22239 , 0.230386 , 0.301586 , 0.35659 , 0.202423 , 0.215571 , 0.173775 , 0.176542 , 0.341101 , 0.386546 , 0.21318 , 0.335248 , 0.260795 , 0.485245 , 0.368755 , 0.341239 , 0.38457 , 0.319284 , 0.289614 , 0.272491 , 0.225681 , 0.267024 , 0.333729 , 0.335038 
 770 , 0.385816 , 0.323994 , 0.29743 , 0.295687 , 0.227092 , 0.291852 , 0.291033 , 0.302631 , 0.348988 , 0.360402 , 0.223866 , 0.140166 , 0.247211 , 0.30859 , 0.268618 , 0.227214 , 0.154226 , 0.162647 , 0.168396 , 0.176408 , 0.451063 , 0.392611 , 0.309138 , 0.346796 , 0.284521 , 0.370357 , 0.255698 , 0.254188 , 0.311451 , 0.347388 , 0.368415 , 0.34663 , 0.350648 , 0.381174 , 0.317128 , 0.344334 , 0.189306 , 0.173874 , 0.142706 , 0.3817 , 0.324896 , 0.381594 , 0.229632 , 0.269188 , 0.318356 , 0.305431 , 0.351804 , 0.381827 , 0.422662 , 0.226815 , 0.295421 , 0.239636 , 0.365582 , 0.33786 , 0.303522 , 0.252268 , 0.222494 , 0.23086 , 0.302382 , 0.35711 , 0.20299 , 0.215793 , 0.174046 , 0.177061 , 0.341905 , 0.387338 , 0.213032 , 0.335819 , 0.261126 , 0.486359 , 0.369493 , 0.341822 , 0.385506 , 0.319784 , 0.290048 , 0.273139 , 0.226002 , 0.267473 , 0.334264 , 0.33568 
 771 , 0.386409 , 0.324483 , 0.297785 , 0.296099 , 0.227392 , 0.292577 , 0.291703 , 0.303295 , 0.349821 , 0.36111 , 0.224307 , 0.14051 , 0.247887 , 0.30918 , 0.26902 , 0.227639 , 0.154537 , 0.162981 , 0.16876 , 0.176644 , 0.45194 , 0.393291 , 0.309723 , 0.34757 , 0.284978 , 0.370982 , 0.256085 , 0.254522 , 0.311918 , 0.34794 , 0.369056 , 0.347189 , 0.3513 , 0.381784 , 0.317657 , 0.344838 , 0.189663 , 0.174292 , 0.143007 , 0.382539 , 0.325446 , 0.382276 , 0.229884 , 0.269686 , 0.318822 , 0.306066 , 0.352431 , 0.382556 , 0.423411 , 0.22718 , 0.295965 , 0.240103 , 0.366206 , 0.338443 , 0.304112 , 0.252646 , 0.222773 , 0.231329 , 0.302959 , 0.357644 , 0.203348 , 0.216076 , 0.174353 , 0.17754 , 0.342463 , 0.387853 , 0.213119 , 0.336365 , 0.261494 , 0.487072 , 0.370058 , 0.34234 , 0.386241 , 0.320323 , 0.29046 , 0.273678 , 0.22634 , 0.267877 , 0.334719 , 0.336231 
 772 , 0.386857 , 0.324921 , 0.298032 , 0.296461 , 0.22766 , 0.2932 , 0.292285 , 0.303886 , 0.350467 , 0.36167 , 0.224753 , 0.140845 , 0.248572 , 0.309762 , 0.269376 , 0.227958 , 0.154915 , 0.163277 , 0.169046 , 0.176948 , 0.452795 , 0.394103 , 0.310188 , 0.348251 , 0.285461 , 0.371642 , 0.256429 , 0.254908 , 0.312377 , 0.348475 , 0.369583 , 0.347723 , 0.35182 , 0.382222 , 0.318068 , 0.345287 , 0.190036 , 0.174681 , 0.143342 , 0.383265 , 0.325892 , 0.382755 , 0.230107 , 0.2701 , 0.319275 , 0.306524 , 0.352959 , 0.38317 , 0.423988 , 0.227509 , 0.296427 , 0.240501 , 0.366771 , 0.33894 , 0.30461 , 0.253005 , 0.223087 , 0.231825 , 0.303476 , 0.358139 , 0.203674 , 0.21638 , 0.174658 , 0.178009 , 0.343014 , 0.388389 , 0.213209 , 0.336847 , 0.2618 , 0.487614 , 0.370649 , 0.34284 , 0.386868 , 0.320835 , 0.290882 , 0.274225 , 0.226622 , 0.268243 , 0.335169 , 0.336729 
 773 , 0.387305 , 0.325349 , 0.298272 , 0.296815 , 0.227918 , 0.293811 , 0.292855 , 0.304465 , 0.351105 , 0.362219 , 0.225196 , 0.14118 , 0.249241 , 0.310342 , 0.269726 , 0.228278 , 0.155281 , 0.163566 , 0.169326 , 0.177245 , 0.453631 , 0.394898 , 0.310641 , 0.348917 , 0.285937 , 0.372287 , 0.256773 , 0.255288 , 0.312823 , 0.349001 , 0.370099 , 0.348247 , 0.352325 , 0.382648 , 0.31847 , 0.345727 , 0.190396 , 0.175069 , 0.143677 , 0.383981 , 0.326328 , 0.383222 , 0.230326 , 0.270508 , 0.319719 , 0.306973 , 0.353484 , 0.383767 , 0.424546 , 0.227834 , 0.296883 , 0.240894 , 0.367326 , 0.339428 , 0.3051 , 0.253359 , 0.223385 , 0.232317 , 0.303981 , 0.358619 , 0.203991 , 0.21668 , 0.174956 , 0.178471 , 0.343562 , 0.388919 , 0.2133 , 0.337318 , 0.262094 , 0.48815 , 0.371224 , 0.343337 , 0.387491 , 0.321333 , 0.291292 , 0.274761 , 0.2269 , 0.268602 , 0.335614 , 0.337212 
 774 , 0.387673 , 0.325717 , 0.298529 , 0.297142 , 0.228155 , 0.294311 , 0.293309 , 0.304902 , 0.351598 , 0.362659 , 0.225545 , 0.141495 , 0.249807 , 0.310835 , 0.269987 , 0.228602 , 0.15559 , 0.163804 , 0.169623 , 0.177514 , 0.454356 , 0.395581 , 0.311061 , 0.349447 , 0.286369 , 0.372904 , 0.25707 , 0.255626 , 0.313224 , 0.349424 , 0.370544 , 0.348722 , 0.352781 , 0.383133 , 0.31885 , 0.346107 , 0.190783 , 0.175408 , 0.144025 , 0.384571 , 0.32673 , 0.383615 , 0.230577 , 0.27087 , 0.320186 , 0.307354 , 0.353964 , 0.384311 , 0.425107 , 0.228177 , 0.297323 , 0.241248 , 0.36781 , 0.339897 , 0.305531 , 0.253758 , 0.223688 , 0.232751 , 0.304467 , 0.35907 , 0.2043 , 0.216992 , 0.17525 , 0.17889 , 0.344024 , 0.389388 , 0.213454 , 0.337735 , 0.262385 , 0.488632 , 0.371767 , 0.343786 , 0.388024 , 0.321788 , 0.291724 , 0.275274 , 0.227175 , 0.268968 , 0.336025 , 0.337661 
 775 , 0.387988 , 0.326021 , 0.298855 , 0.297462 , 0.228339 , 0.294705 , 0.293648 , 0.305182 , 0.351971 , 0.362976 , 0.225821 , 0.141805 , 0.250213 , 0.311213 , 0.270183 , 0.228965 , 0.1558 , 0.163991 , 0.169954 , 0.17777 , 0.454973 , 0.39598 , 0.311486 , 0.349799 , 0.286724 , 0.373379 , 0.257336 , 0.255852 , 0.313572 , 0.349771 , 0.37094 , 0.349117 , 0.353153 , 0.383684 , 0.319223 , 0.34636 , 0.191146 , 0.17569 , 0.144351 , 0.384975 , 0.327039 , 0.383963 , 0.230869 , 0.271183 , 0.320627 , 0.307598 , 0.354381 , 0.384679 , 0.425619 , 0.22851 , 0.297673 , 0.241505 , 0.368126 , 0.340295 , 0.305841 , 0.254204 , 0.223979 , 0.233086 , 0.304835 , 0.359406 , 0.204578 , 0.217329 , 0.175565 , 0.179265 , 0.344348 , 0.389773 , 0.213719 , 0.338027 , 0.262708 , 0.489035 , 0.372185 , 0.344126 , 0.388442 , 0.322184 , 0.292153 , 0.275708 , 0.227464 , 0.269313 , 0.33635 , 0.33805 
 776 , 0.388319 , 0.326322 , 0.299199 , 0.297787 , 0.228524 , 0.295105 , 0.293989 , 0.305474 , 0.352358 , 0.363286 , 0.226103 , 0.142125 , 0.250613 , 0.31159 , 0.27039 , 0.229332 , 0.155992 , 0.164186 , 0.170296 , 0.178024 , 0.455595 , 0.396326 , 0.311915 , 0.350143 , 0.28707 , 0.373815 , 0.257612 , 0.256046 , 0.31392 , 0.35012 , 0.371361 , 0.349505 , 0.353525 , 0.384231 , 0.319597 , 0.346601 , 0.191503 , 0.175963 , 0.144671 , 0.385358 , 0.32733 , 0.384322 , 0.231154 , 0.271495 , 0.321049 , 0.307815 , 0.354795 , 0.385011 , 0.426109 , 0.228831 , 0.298003 , 0.241746 , 0.3684 , 0.340673 , 0.306141 , 0.254645 , 0.22427 , 0.233404 , 0.305173 , 0.359721 , 0.204857 , 0.217664 , 0.175889 , 0.179641 , 0.344659 , 0.390147 , 0.214002 , 0.338304 , 0.263038 , 0.489432 , 0.372579 , 0.344443 , 0.38886 , 0.322581 , 0.292571 , 0.276113 , 0.227755 , 0.269638 , 0.336658 , 0.338435 
 777 , 0.38865 , 0.326615 , 0.299534 , 0.298095 , 0.228713 , 0.295504 , 0.294339 , 0.30579 , 0.352749 , 0.363618 , 0.226379 , 0.142446 , 0.251017 , 0.311956 , 0.270637 , 0.229684 , 0.156186 , 0.164384 , 0.170635 , 0.17829 , 0.4562 , 0.396665 , 0.31235 , 0.350471 , 0.287409 , 0.374242 , 0.257879 , 0.25624 , 0.314268 , 0.350471 , 0.371776 , 0.349889 , 0.353885 , 0.384757 , 0.319971 , 0.346835 , 0.191865 , 0.17624 , 0.144986 , 0.385722 , 0.327614 , 0.3847 , 0.231442 , 0.271796 , 0.321455 , 0.30804 , 0.355215 , 0.385339 , 0.426606 , 0.229153 , 0.298335 , 0.24198 , 0.368676 , 0.341047 , 0.30643 , 0.255064 , 0.224546 , 0.23372 , 0.305505 , 0.360028 , 0.205143 , 0.217987 , 0.1762 , 0.180019 , 0.344951 , 0.390506 , 0.214259 , 0.338563 , 0.263359 , 0.489823 , 0.372975 , 0.344763 , 0.389267 , 0.322968 , 0.292952 , 0.276517 , 0.228046 , 0.269975 , 0.336954 , 0.338815 
 778 , 0.389017 , 0.326855 , 0.299764 , 0.298267 , 0.228957 , 0.295866 , 0.294765 , 0.306293 , 0.353149 , 0.364069 , 0.226595 , 0.142771 , 0.251508 , 0.312317 , 0.271084 , 0.229972 , 0.156425 , 0.164623 , 0.171008 , 0.178598 , 0.45667 , 0.397048 , 0.312793 , 0.350776 , 0.287714 , 0.374651 , 0.258118 , 0.256455 , 0.314599 , 0.350816 , 0.372198 , 0.350266 , 0.354193 , 0.38517 , 0.320331 , 0.347073 , 0.192299 , 0.176552 , 0.145293 , 0.386019 , 0.327881 , 0.38513 , 0.231709 , 0.272042 , 0.321753 , 0.308299 , 0.355677 , 0.385675 , 0.427126 , 0.229467 , 0.298663 , 0.242199 , 0.368994 , 0.341358 , 0.306694 , 0.255349 , 0.224767 , 0.234036 , 0.30584 , 0.360355 , 0.205523 , 0.218249 , 0.176437 , 0.180392 , 0.345204 , 0.390714 , 0.21442 , 0.338813 , 0.263598 , 0.490188 , 0.373367 , 0.345124 , 0.389653 , 0.323295 , 0.293171 , 0.276943 , 0.228338 , 0.270368 , 0.337253 , 0.339168 
 779 , 0.389392 , 0.327075 , 0.300006 , 0.298434 , 0.229185 , 0.29623 , 0.295214 , 0.306864 , 0.353576 , 0.364555 , 0.226798 , 0.143111 , 0.252019 , 0.312706 , 0.271536 , 0.230287 , 0.156712 , 0.164883 , 0.171397 , 0.178897 , 0.457108 , 0.397569 , 0.31328 , 0.351149 , 0.288058 , 0.375108 , 0.258349 , 0.256742 , 0.314927 , 0.351155 , 0.372629 , 0.350661 , 0.3545 , 0.385627 , 0.320705 , 0.347356 , 0.192762 , 0.176877 , 0.145607 , 0.386344 , 0.328194 , 0.385512 , 0.231991 , 0.272254 , 0.322043 , 0.308557 , 0.35613 , 0.386046 , 0.42764 , 0.229782 , 0.298985 , 0.242436 , 0.369352 , 0.341657 , 0.306973 , 0.255617 , 0.224973 , 0.234356 , 0.306215 , 0.360756 , 0.205915 , 0.218505 , 0.176653 , 0.180762 , 0.345496 , 0.390878 , 0.214569 , 0.339132 , 0.263812 , 0.490622 , 0.3738 , 0.345554 , 0.390092 , 0.323632 , 0.293424 , 0.277401 , 0.228634 , 0.270796 , 0.337612 , 0.339477 
 780 , 0.389773 , 0.327307 , 0.300253 , 0.29861 , 0.229423 , 0.296594 , 0.295675 , 0.30744 , 0.35401 , 0.36504 , 0.22701 , 0.143454 , 0.252535 , 0.313099 , 0.271999 , 0.230606 , 0.157006 , 0.165141 , 0.171788 , 0.179199 , 0.457553 , 0.398091 , 0.313771 , 0.351528 , 0.288413 , 0.375571 , 0.258585 , 0.257033 , 0.315259 , 0.351499 , 0.373066 , 0.351063 , 0.354814 , 0.386096 , 0.321085 , 0.347638 , 0.193235 , 0.1772 , 0.145918 , 0.386682 , 0.328507 , 0.385901 , 0.232278 , 0.272476 , 0.322343 , 0.308819 , 0.356584 , 0.386423 , 0.428161 , 0.230101 , 0.299317 , 0.242677 , 0.369717 , 0.341962 , 0.307257 , 0.255884 , 0.225177 , 0.234679 , 0.306602 , 0.361157 , 0.206316 , 0.218771 , 0.176873 , 0.181136 , 0.345794 , 0.391048 , 0.214721 , 0.339458 , 0.264031 , 0.491052 , 0.374238 , 0.34599 , 0.390537 , 0.32398 , 0.293675 , 0.277871 , 0.22894 , 0.271235 , 0.337981 , 0.339797 
 781 , 0.390098 , 0.327565 , 0.300445 , 0.298866 , 0.22967 , 0.296958 , 0.296093 , 0.307961 , 0.354257 , 0.365399 , 0.227341 , 0.143683 , 0.252997 , 0.313524 , 0.272323 , 0.23099 , 0.157338 , 0.16535 , 0.172169 , 0.179339 , 0.457922 , 0.398582 , 0.314284 , 0.351946 , 0.288779 , 0.375907 , 0.258824 , 0.257308 , 0.315541 , 0.351865 , 0.373411 , 0.351393 , 0.35511 , 0.386564 , 0.321455 , 0.347911 , 0.193657 , 0.177449 , 0.146173 , 0.386991 , 0.328827 , 0.386253 , 0.2325 , 0.272675 , 0.322625 , 0.309062 , 0.35703 , 0.386864 , 0.428676 , 0.230396 , 0.299667 , 0.242869 , 0.370068 , 0.342309 , 0.307569 , 0.256167 , 0.225428 , 0.235048 , 0.307022 , 0.361514 , 0.206631 , 0.218989 , 0.177137 , 0.181478 , 0.346096 , 0.391273 , 0.214833 , 0.339755 , 0.264294 , 0.491503 , 0.374667 , 0.346338 , 0.390997 , 0.324314 , 0.293978 , 0.278318 , 0.229151 , 0.271603 , 0.338355 , 0.340101 
 782 , 0.390476 , 0.327962 , 0.300739 , 0.299257 , 0.230082 , 0.297458 , 0.296541 , 0.308543 , 0.354602 , 0.365854 , 0.227833 , 0.143939 , 0.253579 , 0.314039 , 0.272761 , 0.23142 , 0.157666 , 0.16559 , 0.172598 , 0.179547 , 0.458543 , 0.399133 , 0.314875 , 0.352479 , 0.289216 , 0.376374 , 0.259196 , 0.257627 , 0.315896 , 0.35237 , 0.373859 , 0.351833 , 0.355582 , 0.387102 , 0.321912 , 0.348304 , 0.194081 , 0.177702 , 0.146471 , 0.387298 , 0.329242 , 0.386773 , 0.232741 , 0.272946 , 0.32299 , 0.309396 , 0.357543 , 0.387402 , 0.429296 , 0.230757 , 0.300122 , 0.243076 , 0.370434 , 0.342836 , 0.307914 , 0.256509 , 0.225756 , 0.23548 , 0.307505 , 0.361875 , 0.206995 , 0.219297 , 0.177506 , 0.181877 , 0.346452 , 0.391652 , 0.215006 , 0.340074 , 0.264687 , 0.492029 , 0.375192 , 0.346677 , 0.391491 , 0.324738 , 0.294355 , 0.278829 , 0.229407 , 0.271977 , 0.338741 , 0.340575 
 783 , 0.390855 , 0.328361 , 0.301035 , 0.299655 , 0.230495 , 0.297965 , 0.296989 , 0.309126 , 0.354948 , 0.366317 , 0.228337 , 0.144195 , 0.254168 , 0.314568 , 0.273207 , 0.231852 , 0.158 , 0.165837 , 0.173033 , 0.179762 , 0.459179 , 0.399691 , 0.315474 , 0.35302 , 0.28966 , 0.376849 , 0.25957 , 0.257948 , 0.316253 , 0.352882 , 0.37431 , 0.352282 , 0.356056 , 0.387641 , 0.322376 , 0.348698 , 0.194513 , 0.177962 , 0.146763 , 0.387612 , 0.329665 , 0.387294 , 0.232977 , 0.273218 , 0.323369 , 0.309737 , 0.35807 , 0.387941 , 0.429919 , 0.231124 , 0.300579 , 0.243278 , 0.370807 , 0.343365 , 0.308266 , 0.256857 , 0.226092 , 0.235914 , 0.307989 , 0.362231 , 0.207365 , 0.219611 , 0.177887 , 0.182278 , 0.346805 , 0.392027 , 0.215185 , 0.340399 , 0.265087 , 0.49257 , 0.375729 , 0.347024 , 0.391992 , 0.325169 , 0.294739 , 0.279347 , 0.229664 , 0.272347 , 0.339135 , 0.341057 
 784 , 0.391296 , 0.328716 , 0.301395 , 0.300019 , 0.230872 , 0.298441 , 0.297406 , 0.309673 , 0.355361 , 0.366779 , 0.22875 , 0.144526 , 0.254788 , 0.315131 , 0.273669 , 0.232225 , 0.158274 , 0.166118 , 0.17346 , 0.18001 , 0.459859 , 0.400257 , 0.316056 , 0.353592 , 0.290093 , 0.377364 , 0.259945 , 0.258228 , 0.316605 , 0.353378 , 0.374774 , 0.35276 , 0.356517 , 0.388163 , 0.322837 , 0.349112 , 0.194931 , 0.178241 , 0.147093 , 0.387931 , 0.330075 , 0.387827 , 0.233207 , 0.273478 , 0.323727 , 0.310107 , 0.358633 , 0.388481 , 0.430596 , 0.231502 , 0.301013 , 0.243492 , 0.371207 , 0.34392 , 0.308627 , 0.257222 , 0.226409 , 0.236347 , 0.308477 , 0.362616 , 0.207765 , 0.21998 , 0.178241 , 0.182687 , 0.347164 , 0.392377 , 0.21535 , 0.340729 , 0.26546 , 0.493147 , 0.376277 , 0.347366 , 0.392527 , 0.325612 , 0.295105 , 0.279895 , 0.229976 , 0.272692 , 0.339533 , 0.341539 
 785 , 0.391698 , 0.328877 , 0.301657 , 0.300234 , 0.231101 , 0.298805 , 0.29777 , 0.310081 , 0.355732 , 0.367146 , 0.228966 , 0.144879 , 0.255364 , 0.315646 , 0.274051 , 0.23249 , 0.158468 , 0.166353 , 0.173845 , 0.180226 , 0.460311 , 0.400781 , 0.316531 , 0.354025 , 0.290452 , 0.377773 , 0.260259 , 0.25843 , 0.316901 , 0.353759 , 0.375112 , 0.353146 , 0.356761 , 0.388563 , 0.323202 , 0.349374 , 0.195302 , 0.178508 , 0.147401 , 0.388192 , 0.330369 , 0.388221 , 0.233375 , 0.273651 , 0.323994 , 0.310387 , 0.359151 , 0.388892 , 0.431159 , 0.231819 , 0.301299 , 0.243655 , 0.371548 , 0.3443 , 0.308929 , 0.257516 , 0.226641 , 0.236707 , 0.30886 , 0.362963 , 0.208111 , 0.220289 , 0.178508 , 0.183078 , 0.347465 , 0.392566 , 0.215435 , 0.340985 , 0.265714 , 0.493558 , 0.376749 , 0.347673 , 0.393 , 0.325926 , 0.295404 , 0.280385 , 0.230245 , 0.272917 , 0.339822 , 0.34187 
 786 , 0.39207 , 0.328996 , 0.301885 , 0.300421 , 0.231301 , 0.299154 , 0.298136 , 0.310465 , 0.356073 , 0.367487 , 0.229155 , 0.145229 , 0.25593 , 0.316141 , 0.274398 , 0.232747 , 0.158658 , 0.166572 , 0.174226 , 0.180423 , 0.460687 , 0.40131 , 0.316991 , 0.354418 , 0.2908 , 0.378144 , 0.260553 , 0.258626 , 0.317194 , 0.354117 , 0.375414 , 0.353504 , 0.356952 , 0.388935 , 0.323546 , 0.349593 , 0.195679 , 0.178774 , 0.1477 , 0.388431 , 0.330639 , 0.388587 , 0.233528 , 0.273802 , 0.32424 , 0.310633 , 0.35966 , 0.38927 , 0.431678 , 0.232123 , 0.301549 , 0.243809 , 0.371879 , 0.344629 , 0.309209 , 0.257793 , 0.226864 , 0.237063 , 0.309221 , 0.363299 , 0.208437 , 0.220563 , 0.178757 , 0.183472 , 0.347764 , 0.392724 , 0.215506 , 0.341227 , 0.265933 , 0.493914 , 0.377201 , 0.347984 , 0.393459 , 0.326202 , 0.295689 , 0.280854 , 0.230485 , 0.273125 , 0.340087 , 0.342164 
